character_name,book_id,uid,character_first_name,character_second_name,character_third_name,,,,,,,,
hills,2325,,hills,,,,,,,,,,
merry laugh,2325,,merry,laugh,,,,,,,,,
mary louise,2325,,mary,louise,,,,,,,,,
wishing stone,2325,,wishing,stone,,,,,,,,,
king seaphus,2325,,king,seaphus,,,,,,,,,
king neptune,2325,,king,neptune,,,,,,,,,
dolphin,2325,,dolphin,,,,,,,,,,
cormoran,2325,,cormoran,,,,,,,,,,
cormelian,2325,,cormelian,,,,,,,,,,
dapple gray,2325,,dapple,gray,,,,,,,,,
monarch of the sea,2325,,monarch,of,the,sea,,,,,,,
polar bear porter,2325,,polar,bear,porter,,,,,,,,
hippocoön,2456,,hippocoön,,,,,,,,,,
milesians,2456,,milesians,,,,,,,,,,
hippias,2456,,hippias,,,,,,,,,,
leonidas,2456,,leonidas,,,,,,,,,,
dareios,2456,,dareios,,,,,,,,,,
aëtion,2456,,aëtion,,,,,,,,,,
bacchiadai,2456,,bacchiadai,,,,,,,,,,
melissa,2456,,melissa,,,,,,,,,,
periander,2456,,periander,,,,,,,,,,
aristagoras the milesian,2456,,aristagoras,the,milesian,,,,,,,,
musaios,2456,,musaios,,,,,,,,,,
argos,2456,,argos,,,,,,,,,,
argives,2456,,argives,,,,,,,,,,
bakis,2456,,bakis,,,,,,,,,,
glaucos,2456,,glaucos,,,,,,,,,,
kypselos,2456,,kypselos,,,,,,,,,,
petra,2456,,petra,,,,,,,,,,
miletos,2456,,miletos,,,,,,,,,,
laïos,2456,,laïos,,,,,,,,,,
megistias,2456,,megistias,,,,,,,,,,
whitelaw,2456,,whitelaw,,,,,,,,,,
thrasybulos,2456,,thrasybulos,,,,,,,,,,
simonides,2456,,simonides,,,,,,,,,,
labdacos,2456,,labdacos,,,,,,,,,,
scaios,2456,,scaios,,,,,,,,,,
conrad,3175,,conrad,,,,,,,,,,
augustus twain,3175,,augustus,twain,,,,,,,,,
richard brinsley twain,3175,,richard,brinsley,twain,,,,,,,,
william hogarth twain,3175,,william,hogarth,twain,,,,,,,,
baalam,3175,,baalam,,,,,,,,,,
john george twain,3175,,john,george,twain,,,,,,,,
braddock,3175,,braddock,,,,,,,,,,
constance,3175,,constance,,,,,,,,,,
of brandenburgh,3175,,of,brandenburgh,,,,,,,,,
count detzin,3175,,count,detzin,,,,,,,,,
ulrich is the great,3175,,ulrich,is,the,great,,,,,,,
columbus,3175,,columbus,,,,,,,,,,
froissart,3175,,froissart,,,,,,,,,,
john wentworth twain,3175,,john,wentworth,twain,,,,,,,,
george francis train,3175,,george,francis,train,,,,,,,,
william rufus,3175,,william,rufus,,,,,,,,,
ananias twain,3175,,ananias,twain,,,,,,,,,
beau twain,3175,,beau,twain,,,,,,,,,
kydd,3175,,kydd,,,,,,,,,,
nebuchadnezzar,3175,,nebuchadnezzar,,,,,,,,,,
baron munchausen,3175,,baron,munchausen,,,,,,,,,
baron klugenstein,3175,,baron,klugenstein,,,,,,,,,
tom pepper,3175,,tom,pepper,,,,,,,,,
higgins,3175,,higgins,,,,,,,,,,
charles henry twain,3175,,charles,henry,twain,,,,,,,,
jack sheppard,3175,,jack,sheppard,,,,,,,,,
john morgan twain,3175,,john,morgan,twain,,,,,,,,
richard iii,3175,,richard,iii,,,,,,,,,
booloorooess,4356,,booloorooess,,,,,,,,,,
queen mayre,4356,,queen,mayre,,,,,,,,,
tot,4356,,tot,,,,,,,,,,
button bright,4356,,button,bright,,,,,,,,,
jimfred jonesjinks,4356,,jimfred,jonesjinks,,,,,,,,,
liz,4356,,liz,,,,,,,,,,
bill weedles,4356,,bill,weedles,,,,,,,,,
ultramarine,4356,,ultramarine,,,,,,,,,,
arabian knight,4356,,arabian,knight,,,,,,,,,
jimfred jinksjones,4356,,jimfred,jinksjones,,,,,,,,,
tiggle,4356,,tiggle,,,,,,,,,,
turquoise,4356,,turquoise,,,,,,,,,,
philydelfy,4356,,philydelfy,,,,,,,,,,
uncle bob,4356,,uncle,bob,,,,,,,,,
skye,4356,,skye,,,,,,,,,,
indigo,4356,,indigo,,,,,,,,,,
queen trot,4356,,queen,trot,,,,,,,,,
fredjim jinksjones,4356,,fredjim,jinksjones,,,,,,,,,
rosalie the witch,4356,,rosalie,the,witch,,,,,,,,
mayre griffith,4356,,mayre,griffith,,,,,,,,,
brooks,4356,,brooks,,,,,,,,,,
cerulia,4356,,cerulia,,,,,,,,,,
tintint,4356,,tintint,,,,,,,,,,
saladin paracelsus lambertine evagne von smith,4356,,saladin,paracelsus,lambertine,evagne,von,smith,,,,,
coralie,4356,,coralie,,,,,,,,,,
sapphire,4356,,sapphire,,,,,,,,,,
cobalt,4356,,cobalt,,,,,,,,,,
ghip ghisizzle,4356,,ghip,ghisizzle,,,,,,,,,
cap n bill,4356,,cap,n,bill,,,,,,,,
ameriky,4356,,ameriky,,,,,,,,,,
queen of the blues,4356,,queen,of,the,blues,,,,,,,
tingle,4356,,tingle,,,,,,,,,,
blueskins,4356,,blueskins,,,,,,,,,,
frog,4356,,frog,,,,,,,,,,
tourmaline,4356,,tourmaline,,,,,,,,,,
queen of the pinkies,4356,,queen,of,the,pinkies,,,,,,,
ghip ghisizzle boolooroo,4356,,ghip,ghisizzle,boolooroo,,,,,,,,
blue wolf,4356,,blue,wolf,,,,,,,,,
cap n griffith,4356,,cap,n,griffith,,,,,,,,
widow douglas,7100,,widow,douglas,,,,,,,,,
mark twain,7100,,mark,twain,,,,,,,,,
deacon winn,7100,,deacon,winn,,,,,,,,,
don quixote,7100,,don,quixote,,,,,,,,,
jack robinson,7100,,jack,robinson,,,,,,,,,
jo harper,7100,,jo,harper,,,,,,,,,
tommy barnes,7100,,tommy,barnes,,,,,,,,,
watson,7101,,watson,,,,,,,,,,
dey,7101,,dey,,,,,,,,,,
ole jim,7101,,ole,jim,,,,,,,,,
thatcher,7101,,thatcher,,,,,,,,,,
bradish,7101,,bradish,,,,,,,,,,
hank bunker,7101,,hank,bunker,,,,,,,,,
boun,7101,,boun,,,,,,,,,,
bob,7101,,bob,,,,,,,,,,
sowberry hagan,7101,,sowberry,hagan,,,,,,,,,
balum,7101,,balum,,,,,,,,,,
dat,7193,,dat,,,,,,,,,,
mars tom,7193,,mars,tom,,,,,,,,,
gim,7193,,gim,,,,,,,,,,
johnny miller,7193,,johnny,miller,,,,,,,,,
chow,7193,,chow,,,,,,,,,,
mont blanc,7193,,mont,blanc,,,,,,,,,
huck finn,7193,,huck,finn,,,,,,,,,
jim,7193,,jim,,,,,,,,,,
billy fisher,7193,,billy,fisher,,,,,,,,,
hays,7194,,hays,,,,,,,,,,
lem,7194,,lem,,,,,,,,,,
amy lawrence,7194,,amy,lawrence,,,,,,,,,
johnny baker,7194,,johnny,baker,,,,,,,,,
bob tanner,7194,,bob,tanner,,,,,,,,,
barlow,7194,,barlow,,,,,,,,,,
jeff thatcher,7194,,jeff,thatcher,,,,,,,,,
mary,7194,,mary,,,,,,,,,,
ben rogers,7194,,ben,rogers,,,,,,,,,
jim hollis,7194,,jim,hollis,,,,,,,,,
thomas sawyer,7194,,thomas,sawyer,,,,,,,,,
sprague,7194,,sprague,,,,,,,,,,
walters,7194,,walters,,,,,,,,,,
becuz,7194,,becuz,,,,,,,,,,
pap,7194,,pap,,,,,,,,,,
douglass,7194,,douglass,,,,,,,,,,
ward,7194,,ward,,,,,,,,,,
huckleberry finn,7194,,huckleberry,finn,,,,,,,,,
mother hopkins,7194,,mother,hopkins,,,,,,,,,
tom sawyer,7194,,tom,sawyer,,,,,,,,,
becky thatcher,7194,,becky,thatcher,,,,,,,,,
billy,7194,,billy,,,,,,,,,,
hucky,7194,,hucky,,,,,,,,,,
willie mufferson,7194,,willie,mufferson,,,,,,,,,
riverson,7194,,riverson,,,,,,,,,,
sid,7194,,sid,,,,,,,,,,
dern,7194,,dern,,,,,,,,,,
huckleberry,7194,,huckleberry,,,,,,,,,,
joe harper,7194,,joe,harper,,,,,,,,,
hoss williams,7194,,hoss,williams,,,,,,,,,
samuel whitbread,9593,,samuel,whitbread,,,,,,,,,
grattan,9593,,grattan,,,,,,,,,,
ronville,9593,,ronville,,,,,,,,,,
napoleon,9593,,napoleon,,,,,,,,,,
morrill,9593,,morrill,,,,,,,,,,
phips,9593,,phips,,,,,,,,,,
st  james,9593,,st,,james,,,,,,,,
hopkinson,9593,,hopkinson,,,,,,,,,,
dudley,9593,,dudley,,,,,,,,,,
curran,9593,,curran,,,,,,,,,,
margarot,9593,,margarot,,,,,,,,,,
erie,9593,,erie,,,,,,,,,,
andrew stevenson,9593,,andrew,stevenson,,,,,,,,,
thomas dustin,9593,,thomas,dustin,,,,,,,,,
mary whittaker,9593,,mary,whittaker,,,,,,,,,
winkle,9593,,winkle,,,,,,,,,,
harris,9593,,harris,,,,,,,,,,
tallien,9593,,tallien,,,,,,,,,,
henry vane,9593,,henry,vane,,,,,,,,,
tillotson,9593,,tillotson,,,,,,,,,,
calvin goddard,9593,,calvin,goddard,,,,,,,,,
tristam burgess,9593,,tristam,burgess,,,,,,,,,
locke,9593,,locke,,,,,,,,,,
george washington,9593,,george,washington,,,,,,,,,
isaac bradley,9593,,isaac,bradley,,,,,,,,,
alexander,9593,,alexander,,,,,,,,,,
henry viii,9593,,henry,viii,,,,,,,,,
john dunlop,9593,,john,dunlop,,,,,,,,,
jackson,9593,,jackson,,,,,,,,,,
john endicott,9593,,john,endicott,,,,,,,,,
greene,9593,,greene,,,,,,,,,,
o connor,9593,,o,connor,,,,,,,,,
smollett,9593,,smollett,,,,,,,,,,
durfey,9593,,durfey,,,,,,,,,,
eustis,9593,,eustis,,,,,,,,,,
earl grey,9593,,earl,grey,,,,,,,,,
o connell,9593,,o,connell,,,,,,,,,
dangerfield,9593,,dangerfield,,,,,,,,,,
johnson,9593,,johnson,,,,,,,,,,
gray,9593,,gray,,,,,,,,,,
sewalls,9593,,sewalls,,,,,,,,,,
perry,9593,,perry,,,,,,,,,,
martindale,9593,,martindale,,,,,,,,,,
judith whiting,9593,,judith,whiting,,,,,,,,,
shiel,9593,,shiel,,,,,,,,,,
castlereagh,9593,,castlereagh,,,,,,,,,,
robert peel,9593,,robert,peel,,,,,,,,,
joseph hume,9593,,joseph,hume,,,,,,,,,
mary dustin,9593,,mary,dustin,,,,,,,,,
thomas paine,9593,,thomas,paine,,,,,,,,,
dryden,9593,,dryden,,,,,,,,,,
jeffreys,9593,,jeffreys,,,,,,,,,,
goodwife bradley,9593,,goodwife,bradley,,,,,,,,,
william skirving,9593,,william,skirving,,,,,,,,,
popery,9593,,popery,,,,,,,,,,
edward wharton,9593,,edward,wharton,,,,,,,,,
keezar,9593,,keezar,,,,,,,,,,
arbuthnot,9593,,arbuthnot,,,,,,,,,,
hertel rouville,9593,,hertel,rouville,,,,,,,,,
clare,9593,,clare,,,,,,,,,,
atwood,9593,,atwood,,,,,,,,,,
ziph,9593,,ziph,,,,,,,,,,
turner,9593,,turner,,,,,,,,,,
baxter,9593,,baxter,,,,,,,,,,
walsh,9593,,walsh,,,,,,,,,,
clarke,9593,,clarke,,,,,,,,,,
hemphill,9593,,hemphill,,,,,,,,,,
godward,9593,,godward,,,,,,,,,,
oates,9593,,oates,,,,,,,,,,
milton ultra,9593,,milton,ultra,,,,,,,,,
cork,9593,,cork,,,,,,,,,,
palmer,9593,,palmer,,,,,,,,,,
huron,9593,,huron,,,,,,,,,,
john winthrop,9593,,john,winthrop,,,,,,,,,
kerry,9593,,kerry,,,,,,,,,,
cowper,9593,,cowper,,,,,,,,,,
thomas hartshorne,9593,,thomas,hartshorne,,,,,,,,,
algernon sydney,9593,,algernon,sydney,,,,,,,,,
nathaniel saltonstall,9593,,nathaniel,saltonstall,,,,,,,,,
wiseman,9593,,wiseman,,,,,,,,,,
o dwyer,9593,,o,dwyer,,,,,,,,,
charles ii,9593,,charles,ii,,,,,,,,,
cromwell,9593,,cromwell,,,,,,,,,,
camille desmoulins,9593,,camille,desmoulins,,,,,,,,,
judy,9593,,judy,,,,,,,,,,
claverbouse,9593,,claverbouse,,,,,,,,,,
catharine sedley,9593,,catharine,sedley,,,,,,,,,
sterne,9593,,sterne,,,,,,,,,,
bunyan,9593,,bunyan,,,,,,,,,,
thomas fowell buxton,9593,,thomas,fowell,buxton,,,,,,,,
barry,9593,,barry,,,,,,,,,,
haselton,9593,,haselton,,,,,,,,,,
friedrich von logau,9593,,friedrich,von,logau,,,,,,,,
augustine,9593,,augustine,,,,,,,,,,
st  stephen,9593,,st,,stephen,,,,,,,,
kirkaldy,9593,,kirkaldy,,,,,,,,,,
william penn,9593,,william,penn,,,,,,,,,
president,9593,,president,,,,,,,,,,
lamartine,9593,,lamartine,,,,,,,,,,
gardner,9593,,gardner,,,,,,,,,,
daniel o connell,9593,,daniel,o,connell,,,,,,,,
thomas more,9593,,thomas,more,,,,,,,,,
charles pinckney,9593,,charles,pinckney,,,,,,,,,
wainwright,9593,,wainwright,,,,,,,,,,
antichrist,9593,,antichrist,,,,,,,,,,
baron stenben,9593,,baron,stenben,,,,,,,,,
hagar,9593,,hagar,,,,,,,,,,
d  benjamin rolfe,9593,,d,,benjamin,rolfe,,,,,,,
m  vaudreuil,9593,,m,,vaudreuil,,,,,,,,
count donop,9593,,count,donop,,,,,,,,,
decatur,9593,,decatur,,,,,,,,,,
charles miner,9593,,charles,miner,,,,,,,,,
joseph gerrald,9593,,joseph,gerrald,,,,,,,,,
arthur,9593,,arthur,,,,,,,,,,
bishop allen,9593,,bishop,allen,,,,,,,,,
danton,9593,,danton,,,,,,,,,,
sidney,9593,,sidney,,,,,,,,,,
sackett,9593,,sackett,,,,,,,,,,
william jones,9593,,william,jones,,,,,,,,,
thomas clarkson,9593,,thomas,clarkson,,,,,,,,,
abiel abbott,9593,,abiel,abbott,,,,,,,,,
joseph whittaker,9593,,joseph,whittaker,,,,,,,,,
hamilton,9593,,hamilton,,,,,,,,,,
macaulay,9593,,macaulay,,,,,,,,,,
sullivan,9593,,sullivan,,,,,,,,,,
priestley,9593,,priestley,,,,,,,,,,
gilbert burnet,9593,,gilbert,burnet,,,,,,,,,
george fox,9593,,george,fox,,,,,,,,,
barrere,9593,,barrere,,,,,,,,,,
parson carey,9593,,parson,carey,,,,,,,,,
james forten,9593,,james,forten,,,,,,,,,
james ii,9593,,james,ii,,,,,,,,,
king,9593,,king,,,,,,,,,,
primus babcock,9593,,primus,babcock,,,,,,,,,
woolman,9593,,woolman,,,,,,,,,,
thomas a kempis,9593,,thomas,a,kempis,,,,,,,,
john milton,9593,,john,milton,,,,,,,,,
somers,9593,,somers,,,,,,,,,,
n  h,9593,,n,,h,,,,,,,,
james mackintosh,9593,,james,mackintosh,,,,,,,,,
george gordon,9593,,george,gordon,,,,,,,,,
ritchie,9593,,ritchie,,,,,,,,,,
david widger,9593,,david,widger,,,,,,,,,
henry clay,9593,,henry,clay,,,,,,,,,
absalom jones,9593,,absalom,jones,,,,,,,,,
thomas muir,9593,,thomas,muir,,,,,,,,,
louis xiv,9593,,louis,xiv,,,,,,,,,
e a  freeman,10531,,e,a,,freeman,,,,,,,
i l  merrick,10531,,i,l,,merrick,,,,,,,
a  müller,10531,,a,,müller,,,,,,,,
anselm quarrel,10531,,anselm,quarrel,,,,,,,,,
w  gentz,10531,,w,,gentz,,,,,,,,
peter abélard,10531,,peter,abélard,,,,,,,,,
histoire du règne charlemagne,10531,,histoire,du,règne,charlemagne,,,,,,,
adolph maria mucha,10531,,adolph,maria,mucha,,,,,,,,
d d  london,10531,,d,d,,london,,,,,,,
rhamadán,10531,,rhamadán,,,,,,,,,,
döring,10531,,döring,,,,,,,,,,
bernard counselling conrad iii,10531,,bernard,counselling,conrad,iii,,,,,,,
wiclif,10531,,wiclif,,,,,,,,,,
e  blair leighton,10531,,e,,blair,leighton,,,,,,,
einfluss der kreuzzüge,10531,,einfluss,der,kreuzzüge,,,,,,,,
geschichte der kreuzzüge,10531,,geschichte,der,kreuzzüge,,,,,,,,
authority of the pope,10531,,authority,of,the,pope,,,,,,,
hélyot,10531,,hélyot,,,,,,,,,,
h  lerolle,10531,,h,,lerolle,,,,,,,,
henry i  royal,10531,,henry,i,,royal,,,,,,,
louis guesnet,10531,,louis,guesnet,,,,,,,,,
preaching the unity of god,10531,,preaching,the,unity,of,god,,,,,,
abbot of st  stephen,10531,,abbot,of,st,,stephen,,,,,,
thomas à kempis,10531,,thomas,à,kempis,,,,,,,,
jesuit,10531,,jesuit,,,,,,,,,,
grostête,10531,,grostête,,,,,,,,,,
bérenger,10531,,bérenger,,,,,,,,,,
héloïse,10531,,héloïse,,,,,,,,,,
f d  matthew,10531,,f,d,,matthew,,,,,,,
ayésha,10531,,ayésha,,,,,,,,,,
a  dawant,10531,,a,,dawant,,,,,,,,
mohammed astonishing,10531,,mohammed,astonishing,,,,,,,,,
döllinger,10531,,döllinger,,,,,,,,,,
hincmar,10531,,hincmar,,,,,,,,,,
camillo benso,10641,,camillo,benso,,,,,,,,,
poulett thomson,10641,,poulett,thomson,,,,,,,,,
friedland,10641,,friedland,,,,,,,,,,
silistria,10641,,silistria,,,,,,,,,,
hamm,10641,,hamm,,,,,,,,,,
victor emmanuel ii,10641,,victor,emmanuel,ii,,,,,,,,
saint arnaud,10641,,saint,arnaud,,,,,,,,,
anton von werner,10641,,anton,von,werner,,,,,,,,
aspromonte,10641,,aspromonte,,,,,,,,,,
darius,10641,,darius,,,,,,,,,,
magnan,10641,,magnan,,,,,,,,,,
king george,10641,,king,george,,,,,,,,,
george brown,10641,,george,brown,,,,,,,,,
catherine i  conquests of alexander i  conquests of nicholas,10641,,catherine,i,,conquests,of,alexander,i,,conquests,of,nicholas
haussmann,10641,,haussmann,,,,,,,,,,
otto edward leopold von bismarck,10641,,otto,edward,leopold,von,bismarck,,,,,,
königgrätz,10641,,königgrätz,,,,,,,,,,
holstein,10641,,holstein,,,,,,,,,,
marquis d azeglio,10641,,marquis,d,azeglio,,,,,,,,
balaklava,10641,,balaklava,,,,,,,,,,
buenos ayres,10641,,buenos,ayres,,,,,,,,,
cardigan,10641,,cardigan,,,,,,,,,,
broglie,10641,,broglie,,,,,,,,,,
s m  smucker,10641,,s,m,,smucker,,,,,,,
harrow,10641,,harrow,,,,,,,,,,
samuel romilly,10641,,samuel,romilly,,,,,,,,,
macrae,10641,,macrae,,,,,,,,,,
calvin,10641,,calvin,,,,,,,,,,
j  d  morell,10641,,j,,d,,morell,,,,,,
scutari,10641,,scutari,,,,,,,,,,
alaric,10641,,alaric,,,,,,,,,,
napoleon i  luxemburg,10641,,napoleon,i,,luxemburg,,,,,,,
baron ricasoli,10641,,baron,ricasoli,,,,,,,,,
a  w  kinglake,10641,,a,,w,,kinglake,,,,,,
alessandra,10641,,alessandra,,,,,,,,,,
horace vernet,10641,,horace,vernet,,,,,,,,,
anita,10641,,anita,,,,,,,,,,
johanna von putkammer,10641,,johanna,von,putkammer,,,,,,,,
thomas babington macaulay,10641,,thomas,babington,macaulay,,,,,,,,
maria theresa,10641,,maria,theresa,,,,,,,,,
mark phillips,10641,,mark,phillips,,,,,,,,,
lyndhurst,10641,,lyndhurst,,,,,,,,,,
eugenie,10641,,eugenie,,,,,,,,,,
garfield,10641,,garfield,,,,,,,,,,
messina,10641,,messina,,,,,,,,,,
lushington,10641,,lushington,,,,,,,,,,
william ii,10641,,william,ii,,,,,,,,,
william iv,10641,,william,iv,,,,,,,,,
jingo,10641,,jingo,,,,,,,,,,
g w e  russell,10641,,g,w,e,,russell,,,,,,
todleben,10641,,todleben,,,,,,,,,,
high churchmen,10641,,high,churchmen,,,,,,,,,
frederick william iv,10641,,frederick,william,iv,,,,,,,,
r  c  mccormick,10641,,r,,c,,mccormick,,,,,,
panmure fox maule,10641,,panmure,fox,maule,,,,,,,,
louis blanc,10641,,louis,blanc,,,,,,,,,
gavazzi,10641,,gavazzi,,,,,,,,,,
eldon,10641,,eldon,,,,,,,,,,
charles x,10641,,charles,x,,,,,,,,,
fowell buxton,10641,,fowell,buxton,,,,,,,,,
ashley,10641,,ashley,,,,,,,,,,
frederick,10641,,frederick,,,,,,,,,,
harriet martineau,10641,,harriet,martineau,,,,,,,,,
bosquet,10641,,bosquet,,,,,,,,,,
thomas carlyle,10641,,thomas,carlyle,,,,,,,,,
odillon barrot,10641,,odillon,barrot,,,,,,,,,
clotilde,10641,,clotilde,,,,,,,,,,
feargus o connor,10641,,feargus,o,connor,,,,,,,,
hausmann,10641,,hausmann,,,,,,,,,,
maximilian,10641,,maximilian,,,,,,,,,,
seeley,10641,,seeley,,,,,,,,,,
malakoff,10641,,malakoff,,,,,,,,,,
cashel,10641,,cashel,,,,,,,,,,
sugden,10641,,sugden,,,,,,,,,,
monckton milnes,10641,,monckton,milnes,,,,,,,,,
rowland hill,10641,,rowland,hill,,,,,,,,,
frederick william,10641,,frederick,william,,,,,,,,,
earl russell,10641,,earl,russell,,,,,,,,,
pope gregory vii,10641,,pope,gregory,vii,,,,,,,,
charles felix,10641,,charles,felix,,,,,,,,,
von roon,10641,,von,roon,,,,,,,,,
william i,10641,,william,i,,,,,,,,,
d azeglio,10641,,d,azeglio,,,,,,,,,
baron von humboldt,10641,,baron,von,humboldt,,,,,,,,
bazaine,10641,,bazaine,,,,,,,,,,
r  gutschmidt,10641,,r,,gutschmidt,,,,,,,,
fitzroy somerset,10641,,fitzroy,somerset,,,,,,,,,
arthur hallam,10641,,arthur,hallam,,,,,,,,,
tenterden,10641,,tenterden,,,,,,,,,,
harley,10641,,harley,,,,,,,,,,
beust,10641,,beust,,,,,,,,,,
fyffe,10641,,fyffe,,,,,,,,,,
prince napoleon,10641,,prince,napoleon,,,,,,,,,
henry vincent,10641,,henry,vincent,,,,,,,,,
william cobbett,10641,,william,cobbett,,,,,,,,,
robert peel from,10641,,robert,peel,from,,,,,,,,
gitschin,10641,,gitschin,,,,,,,,,,
la marmora,10641,,la,marmora,,,,,,,,,
clarendon,10641,,clarendon,,,,,,,,,,
wharncliffe,10641,,wharncliffe,,,,,,,,,,
codrington,10641,,codrington,,,,,,,,,,
francis ii,10641,,francis,ii,,,,,,,,,
alexander ii,10641,,alexander,ii,,,,,,,,,
adrianople,10641,,adrianople,,,,,,,,,,
h  inglis,10641,,h,,inglis,,,,,,,,
colin campbell,10641,,colin,campbell,,,,,,,,,
villa franca,10641,,villa,franca,,,,,,,,,
m  baxter,10641,,m,,baxter,,,,,,,,
g c  lewis,10641,,g,c,,lewis,,,,,,,
chancellor,10641,,chancellor,,,,,,,,,,
alexander i,10641,,alexander,i,,,,,,,,,
frederic charles,10641,,frederic,charles,,,,,,,,,
mont cenis,10641,,mont,cenis,,,,,,,,,
prince metternich,10641,,prince,metternich,,,,,,,,,
c  bazancourt,10641,,c,,bazancourt,,,,,,,,
molesworth,10641,,molesworth,,,,,,,,,,
ferdinand ii,10641,,ferdinand,ii,,,,,,,,,
azof,10641,,azof,,,,,,,,,,
edmund lyons,10641,,edmund,lyons,,,,,,,,,
milazzo,10641,,milazzo,,,,,,,,,,
h  tyrrell,10641,,h,,tyrrell,,,,,,,,
taormina,10641,,taormina,,,,,,,,,,
frederick vii,10641,,frederick,vii,,,,,,,,,
hesse homburg,10641,,hesse,homburg,,,,,,,,,
miall,10641,,miall,,,,,,,,,,
berryer,10641,,berryer,,,,,,,,,,
joseph mazzini,10641,,joseph,mazzini,,,,,,,,,
müller,10641,,müller,,,,,,,,,,
verona,10641,,verona,,,,,,,,,,
pius ix,10641,,pius,ix,,,,,,,,,
queen victoria,10641,,queen,victoria,,,,,,,,,
napoleon louis,10641,,napoleon,louis,,,,,,,,,
joseph ii,10641,,joseph,ii,,,,,,,,,
sartain,10641,,sartain,,,,,,,,,,
stephen richard glyn,10641,,stephen,richard,glyn,,,,,,,,
changarnier,10641,,changarnier,,,,,,,,,,
prince kaunitz,10641,,prince,kaunitz,,,,,,,,,
appleby,10641,,appleby,,,,,,,,,,
justin mccarthy,10641,,justin,mccarthy,,,,,,,,,
louis xviii,10641,,louis,xviii,,,,,,,,,
h  merté,10641,,h,,merté,,,,,,,,
lamoricière,10641,,lamoricière,,,,,,,,,,
paul i,10641,,paul,i,,,,,,,,,
richard cobden,10641,,richard,cobden,,,,,,,,,
m  maupas,10641,,m,,maupas,,,,,,,,
george iv,10641,,george,iv,,,,,,,,,
hesse cassel,10641,,hesse,cassel,,,,,,,,,
goulburn,10641,,goulburn,,,,,,,,,,
franz von lenbach,10641,,franz,von,lenbach,,,,,,,,
g  b  mcclellan,10641,,g,,b,,mcclellan,,,,,,
hortense beauharnais,10641,,hortense,beauharnais,,,,,,,,,
marquis massimo d azeglio,10641,,marquis,massimo,d,azeglio,,,,,,,
benedetti,10641,,benedetti,,,,,,,,,,
florence nightingale,10641,,florence,nightingale,,,,,,,,,
henry brougham,10641,,henry,brougham,,,,,,,,,
rochow,10641,,rochow,,,,,,,,,,
ferdinand i,10641,,ferdinand,i,,,,,,,,,
scarlett,10641,,scarlett,,,,,,,,,,
stratford canning,10641,,stratford,canning,,,,,,,,,
catherine ii,10641,,catherine,ii,,,,,,,,,
scharnhorst,10641,,scharnhorst,,,,,,,,,,
william von humboldt,10641,,william,von,humboldt,,,,,,,,
praed,10641,,praed,,,,,,,,,,
aberdeen,10641,,aberdeen,,,,,,,,,,
damocles,10641,,damocles,,,,,,,,,,
daniele manin,10641,,daniele,manin,,,,,,,,,
giuseppe garibaldi,10641,,giuseppe,garibaldi,,,,,,,,,
victor emmanuel i,10641,,victor,emmanuel,i,,,,,,,,
louis bonaparte,10641,,louis,bonaparte,,,,,,,,,
archduke maxmilian,10641,,archduke,maxmilian,,,,,,,,,
camillo cavour,10641,,camillo,cavour,,,,,,,,,
zachary macaulay,10641,,zachary,macaulay,,,,,,,,,
john lothrop motley,10641,,john,lothrop,motley,,,,,,,,
divine providence,10641,,divine,providence,,,,,,,,,
pellegrino rossi,10641,,pellegrino,rossi,,,,,,,,,
prince mentchikof,10641,,prince,mentchikof,,,,,,,,,
frossard,10641,,frossard,,,,,,,,,,
zollverein,10641,,zollverein,,,,,,,,,,
radetsky,10641,,radetsky,,,,,,,,,,
howick,10641,,howick,,,,,,,,,,
sidney herbert,10641,,sidney,herbert,,,,,,,,,
frederick william iii,10641,,frederick,william,iii,,,,,,,,
inkerman,10641,,inkerman,,,,,,,,,,
schönhausen,10641,,schönhausen,,,,,,,,,,
canrobert,10641,,canrobert,,,,,,,,,,
charles lowe,10641,,charles,lowe,,,,,,,,,
von bittenfield,10641,,von,bittenfield,,,,,,,,,
f m  whitehurst,10641,,f,m,,whitehurst,,,,,,,
francis joseph,10641,,francis,joseph,,,,,,,,,
pélissier,10641,,pélissier,,,,,,,,,,
felix pyat,10641,,felix,pyat,,,,,,,,,
poulton,10641,,poulton,,,,,,,,,,
mackenzie,10641,,mackenzie,,,,,,,,,,
benjamin disraeli,10641,,benjamin,disraeli,,,,,,,,,
prince gortschakoff,10641,,prince,gortschakoff,,,,,,,,,
warren hastings,10641,,warren,hastings,,,,,,,,,
perceval,10641,,perceval,,,,,,,,,,
napoleon iii,10641,,napoleon,iii,,,,,,,,,
wallenstein,10641,,wallenstein,,,,,,,,,,
napoleon i,10641,,napoleon,i,,,,,,,,,
bayard taylor,10641,,bayard,taylor,,,,,,,,,
earl spencer,10641,,earl,spencer,,,,,,,,,
c  wood,10641,,c,,wood,,,,,,,,
houghton,10641,,houghton,,,,,,,,,,
thomas lawrence,10641,,thomas,lawrence,,,,,,,,,
gravelotte,10641,,gravelotte,,,,,,,,,,
raglan,10641,,raglan,,,,,,,,,,
catherine glyn,10641,,catherine,glyn,,,,,,,,,
grand constantine,10641,,grand,constantine,,,,,,,,,
ledru rollin,10641,,ledru,rollin,,,,,,,,,
oudinot,10641,,oudinot,,,,,,,,,,
