character_name,book_id,uid,character_first_name,character_second_name,character_third_name,,,,,,,,
ben johnson,25129,,ben,johnson,,,,,,,,,
louisa gwendolen,25129,,louisa,gwendolen,,,,,,,,,
allbutt innet,25129,,allbutt,innet,,,,,,,,,
h  b  j  jab,25129,,h,,b,,j,,jab,,,,
addison,25129,,addison,,,,,,,,,,
xerxes,25129,,xerxes,,,,,,,,,,
isaac walton,25129,,isaac,walton,,,,,,,,,
clapham,25129,,clapham,,,,,,,,,,
vandick,25129,,vandick,,,,,,,,,,
tommy dod,25129,,tommy,dod,,,,,,,,,
t  from,25129,,t,,from,,,,,,,,
bard,25129,,bard,,,,,,,,,,
william shakspeare,25129,,william,shakspeare,,,,,,,,,
jemima mankletow,25129,,jemima,mankletow,,,,,,,,,
moonshees,25129,,moonshees,,,,,,,,,,
ibsen,25129,,ibsen,,,,,,,,,,
buddha,25129,,buddha,,,,,,,,,,
davus,25129,,davus,,,,,,,,,,
sultan mahmud,25129,,sultan,mahmud,,,,,,,,,
etty,25129,,etty,,,,,,,,,,
johnny jones,25129,,johnny,jones,,,,,,,,,
josh gainsboro,25129,,josh,gainsboro,,,,,,,,,
baboo jabberjee,25129,,baboo,jabberjee,,,,,,,,,
bhoobone lall jalpanybhoy,25129,,bhoobone,lall,jalpanybhoy,,,,,,,,
antic,25129,,antic,,,,,,,,,,
barrie,25129,,barrie,,,,,,,,,,
baboo jalpanybhoy,25129,,baboo,jalpanybhoy,,,,,,,,,
jessimina mankletow,25129,,jessimina,mankletow,,,,,,,,,
pugh,25129,,pugh,,,,,,,,,,
jessimina,25129,,jessimina,,,,,,,,,,
somnath,25129,,somnath,,,,,,,,,,
boswell,25129,,boswell,,,,,,,,,,
jepthah,25129,,jepthah,,,,,,,,,,
wee wee allbutt innett,25129,,wee,wee,allbutt,innett,,,,,,,
bungsho jabberjee,25129,,bungsho,jabberjee,,,,,,,,,
solomons,25129,,solomons,,,,,,,,,,
keats,25129,,keats,,,,,,,,,,
terence,25129,,terence,,,,,,,,,,
amurath,25129,,amurath,,,,,,,,,,
witherington,25129,,witherington,,,,,,,,,,
penelope,25129,,penelope,,,,,,,,,,
chang,25129,,chang,,,,,,,,,,
watt,25129,,watt,,,,,,,,,,
crockett,25129,,crockett,,,,,,,,,,
hodson,25129,,hodson,,,,,,,,,,
deputy commissioner grish chunder dé,25129,,deputy,commissioner,grish,chunder,dé,,,,,,
sidney smartle,25129,,sidney,smartle,,,,,,,,,
honeygall,25129,,honeygall,,,,,,,,,,
chuckerbutty ram,25129,,chuckerbutty,ram,,,,,,,,,
austin,25129,,austin,,,,,,,,,,
martha mankletow,25129,,martha,mankletow,,,,,,,,,
crede,25129,,crede,,,,,,,,,,
priscilla primmett,25129,,priscilla,primmett,,,,,,,,,
bengalees,25129,,bengalees,,,,,,,,,,
wylie,25129,,wylie,,,,,,,,,,
spink,25129,,spink,,,,,,,,,,
whitaker almanack,25129,,whitaker,almanack,,,,,,,,,
benedick,25129,,benedick,,,,,,,,,,
underhill,25129,,underhill,,,,,,,,,,
wee wee,25129,,wee,wee,,,,,,,,,
tomkins,25129,,tomkins,,,,,,,,,,
bengali,25129,,bengali,,,,,,,,,,
bagshot,25129,,bagshot,,,,,,,,,,
ladbroke grove,25129,,ladbroke,grove,,,,,,,,,
wallace,25129,,wallace,,,,,,,,,,
terriss,25129,,terriss,,,,,,,,,,
nolo episcopari,25129,,nolo,episcopari,,,,,,,,,
sivaji,25129,,sivaji,,,,,,,,,,
howard allbutt innett,25129,,howard,allbutt,innett,,,,,,,,
crum,25129,,crum,,,,,,,,,,
chetwynd cummerbund,25129,,chetwynd,cummerbund,,,,,,,,,
h  b  j  baboo jab,25129,,h,,b,,j,,baboo,jab,,,
prince hamlet,25129,,prince,hamlet,,,,,,,,,
leofric allbutt innett,25129,,leofric,allbutt,innett,,,,,,,,
jaberjee,25129,,jaberjee,,,,,,,,,,
melladew,25129,,melladew,,,,,,,,,,
baboo chuckerbutty ram,25129,,baboo,chuckerbutty,ram,,,,,,,,
overton wood beigh smart,25129,,overton,wood,beigh,smart,,,,,,,
tom tracy,25129,,tom,tracy,,,,,,,,,
cossetter,25129,,cossetter,,,,,,,,,,
phyllis,25129,,phyllis,,,,,,,,,,
snell,25129,,snell,,,,,,,,,,
punica,25129,,punica,,,,,,,,,,
tommy williams,25129,,tommy,williams,,,,,,,,,
angela clare,26999,,angela,clare,,,,,,,,,
shelley,26999,,shelley,,,,,,,,,,
finch,26999,,finch,,,,,,,,,,
cecco,26999,,cecco,,,,,,,,,,
salford,26999,,salford,,,,,,,,,,
o maimie,26999,,o,maimie,,,,,,,,,
thrush,26999,,thrush,,,,,,,,,,
porthos,26999,,porthos,,,,,,,,,,
tony,26999,,tony,,,,,,,,,,
phoebe phelps,26999,,phoebe,phelps,,,,,,,,,
bernard,26999,,bernard,,,,,,,,,,
mabel grey,26999,,mabel,grey,,,,,,,,,
oliver bailey,26999,,oliver,bailey,,,,,,,,,
peter pan,26999,,peter,pan,,,,,,,,,
kates,26999,,kates,,,,,,,,,,
noah,26999,,noah,,,,,,,,,,
walter stephen matthews,26999,,walter,stephen,matthews,,,,,,,,
marmaduke perry,26999,,marmaduke,perry,,,,,,,,,
brownie,26999,,brownie,,,,,,,,,,
mildred,26999,,mildred,,,,,,,,,,
jenny wren,26999,,jenny,wren,,,,,,,,,
malcolm,26999,,malcolm,,,,,,,,,,
betwixt and between,26999,,betwixt,and,between,,,,,,,,
queen mab,26999,,queen,mab,,,,,,,,,
maimie mannering,26999,,maimie,mannering,,,,,,,,,
wilder,27324,,wilder,,,,,,,,,,
jean cartier,27324,,jean,cartier,,,,,,,,,
blaisette le mierre,27324,,blaisette,le,mierre,,,,,,,,
pierre du bois,27324,,pierre,du,bois,,,,,,,,
marie cartier,27324,,marie,cartier,,,,,,,,,
ellenor cartier,27324,,ellenor,cartier,,,,,,,,,
blaisette simon,27324,,blaisette,simon,,,,,,,,,
dominic le mierre,27324,,dominic,le,mierre,,,,,,,,
langlois,27324,,langlois,,,,,,,,,,
orvillière,27324,,orvillière,,,,,,,,,,
saint pierre du bois,27324,,saint,pierre,du,bois,,,,,,,
les casquets,27324,,les,casquets,,,,,,,,,
le mierre,27324,,le,mierre,,,,,,,,,
adi,27324,,adi,,,,,,,,,,
judie roussel,27324,,judie,roussel,,,,,,,,,
colomberie,27324,,colomberie,,,,,,,,,,
perrin corbet,27324,,perrin,corbet,,,,,,,,,
st  pierre du bois,27324,,st,,pierre,du,bois,,,,,,
les brandons,27324,,les,brandons,,,,,,,,,
saint pierre port,27324,,saint,pierre,port,,,,,,,,
torteval,27324,,torteval,,,,,,,,,,
lihou,27324,,lihou,,,,,,,,,,
black mantle,27325,,black,mantle,,,,,,,,,
m  lalande,27325,,m,,lalande,,,,,,,,
mazarin,27325,,mazarin,,,,,,,,,,
m  beauchamp,27325,,m,,beauchamp,,,,,,,,
abbé retz,27325,,abbé,retz,,,,,,,,,
m  peleton,27325,,m,,peleton,,,,,,,,
pillot,27325,,pillot,,,,,,,,,,
d arçy,27325,,d,arçy,,,,,,,,,
gaston,27325,,gaston,,,,,,,,,,
hocquincourt,27325,,hocquincourt,,,,,,,,,,
turenne,27325,,turenne,,,,,,,,,,
chatillon,27325,,chatillon,,,,,,,,,,
blenau,27325,,blenau,,,,,,,,,,
dominique,27325,,dominique,,,,,,,,,,
marie brione,27325,,marie,brione,,,,,,,,,
aunay,27325,,aunay,,,,,,,,,,
scarron,27325,,scarron,,,,,,,,,,
john humphreys,27325,,john,humphreys,,,,,,,,,
maubranne,27325,,maubranne,,,,,,,,,,
gien,27325,,gien,,,,,,,,,,
rivière,27325,,rivière,,,,,,,,,,
jules,27325,,jules,,,,,,,,,,
albert lalande,27325,,albert,lalande,,,,,,,,,
flanders,27325,,flanders,,,,,,,,,,
lalandes,27325,,lalandes,,,,,,,,,,
charles lalande,27325,,charles,lalande,,,,,,,,,
rue pierre,27325,,rue,pierre,,,,,,,,,
la ferté,27325,,la,ferté,,,,,,,,,
henri lalande,27325,,henri,lalande,,,,,,,,,
rue michel,27325,,rue,michel,,,,,,,,,
noll,27325,,noll,,,,,,,,,,
raoul beauchamp,27325,,raoul,beauchamp,,,,,,,,,
roland belloc,27325,,roland,belloc,,,,,,,,,
bruhl,27325,,bruhl,,,,,,,,,,
chevreuse,27325,,chevreuse,,,,,,,,,,
armand d arçy,27325,,armand,d,arçy,,,,,,,,
courcy,27325,,courcy,,,,,,,,,,
verdu,27325,,verdu,,,,,,,,,,
perret,27325,,perret,,,,,,,,,,
m  belloc,27325,,m,,belloc,,,,,,,,
catonnes,27325,,catonnes,,,,,,,,,,
brulé,27325,,brulé,,,,,,,,,,
condé,27325,,condé,,,,,,,,,,
pardieu,27325,,pardieu,,,,,,,,,,
la boule,27325,,la,boule,,,,,,,,,
rue roi,27325,,rue,roi,,,,,,,,,
pierre angin,27325,,pierre,angin,,,,,,,,,
lorraine,27325,,lorraine,,,,,,,,,,
antoine,27325,,antoine,,,,,,,,,,
young d arçy,27325,,young,d,arçy,,,,,,,,
vouziers,27325,,vouziers,,,,,,,,,,
lautrec,27325,,lautrec,,,,,,,,,,
rue crillon,27325,,rue,crillon,,,,,,,,,
coutance,27325,,coutance,,,,,,,,,,
matthew mole,27325,,matthew,mole,,,,,,,,,
vautier,27325,,vautier,,,,,,,,,,
dame anne,27325,,dame,anne,,,,,,,,,
richelieu,27325,,richelieu,,,,,,,,,,
m  raoul beauchamp,27325,,m,,raoul,beauchamp,,,,,,,
bernouin,27325,,bernouin,,,,,,,,,,
pallnau,27325,,pallnau,,,,,,,,,,
mézieres,27325,,mézieres,,,,,,,,,,
baron maubranne,27325,,baron,maubranne,,,,,,,,,
le tellier,27325,,le,tellier,,,,,,,,,
joli,27325,,joli,,,,,,,,,,
frondeurs,27325,,frondeurs,,,,,,,,,,
fabert,27325,,fabert,,,,,,,,,,
vançey,27325,,vançey,,,,,,,,,,
m  corveau,27325,,m,,corveau,,,,,,,,
françois,27325,,françois,,,,,,,,,,
étienne,27325,,étienne,,,,,,,,,,
masarins,27325,,masarins,,,,,,,,,,
lucky wilson,27603,,lucky,wilson,,,,,,,,,
clinton,27603,,clinton,,,,,,,,,,
beaulieu,27603,,beaulieu,,,,,,,,,,
gonzalo,27603,,gonzalo,,,,,,,,,,
ines castro,27603,,ines,castro,,,,,,,,,
dost mahomet,27603,,dost,mahomet,,,,,,,,,
burgos,27603,,burgos,,,,,,,,,,
jean nouillompont,27603,,jean,nouillompont,,,,,,,,,
earl eric,27603,,earl,eric,,,,,,,,,
montmorency,27603,,montmorency,,,,,,,,,,
richard grenville,27603,,richard,grenville,,,,,,,,,
cromarty,27603,,cromarty,,,,,,,,,,
jeanne,27603,,jeanne,,,,,,,,,,
king sweyn,27603,,king,sweyn,,,,,,,,,
s  r  crockett,27603,,s,,r,,crockett,,,,,,
william john wills,27603,,william,john,wills,,,,,,,,
don alonzo,27603,,don,alonzo,,,,,,,,,
whiteford,27603,,whiteford,,,,,,,,,,
la palisse,27603,,la,palisse,,,,,,,,,
jean waterin,27603,,jean,waterin,,,,,,,,,
fair rosamond,27603,,fair,rosamond,,,,,,,,,
cheap,27603,,cheap,,,,,,,,,,
æneas macdonald,27603,,æneas,macdonald,,,,,,,,,
achilles,27603,,achilles,,,,,,,,,,
curaca,27603,,curaca,,,,,,,,,,
charles stuart,27603,,charles,stuart,,,,,,,,,
ingigerdr,27603,,ingigerdr,,,,,,,,,,
catherine le royer,27603,,catherine,le,royer,,,,,,,,
seguin,27603,,seguin,,,,,,,,,,
prince charles,27603,,prince,charles,,,,,,,,,
thomas howard,27603,,thomas,howard,,,,,,,,,
menindie,27603,,menindie,,,,,,,,,,
stewarts,27603,,stewarts,,,,,,,,,,
charles viii,27603,,charles,viii,,,,,,,,,
styrkar,27603,,styrkar,,,,,,,,,,
hugh wilson,27603,,hugh,wilson,,,,,,,,,
moneton,27603,,moneton,,,,,,,,,,
prince charlie,27603,,prince,charlie,,,,,,,,,
taragona,27603,,taragona,,,,,,,,,,
hauvette,27603,,hauvette,,,,,,,,,,
pothon xaintrailles,27603,,pothon,xaintrailles,,,,,,,,,
james mitchell,27603,,james,mitchell,,,,,,,,,
domremy,27603,,domremy,,,,,,,,,,
bessé,27603,,bessé,,,,,,,,,,
pattieson,27603,,pattieson,,,,,,,,,,
gunnhilda,27603,,gunnhilda,,,,,,,,,,
cameron,27603,,cameron,,,,,,,,,,
toparca,27603,,toparca,,,,,,,,,,
beatrix estellin,27603,,beatrix,estellin,,,,,,,,,
bayard,27603,,bayard,,,,,,,,,,
elliot,27603,,elliot,,,,,,,,,,
monstrelet,27603,,monstrelet,,,,,,,,,,
loa,27603,,loa,,,,,,,,,,
silfield,27603,,silfield,,,,,,,,,,
kinnachin,27603,,kinnachin,,,,,,,,,,
john drummond,27603,,john,drummond,,,,,,,,,
catherine fierbois,27603,,catherine,fierbois,,,,,,,,,
tumbez,27603,,tumbez,,,,,,,,,,
thorstein the learned,27603,,thorstein,the,learned,,,,,,,,
earlstoun,27603,,earlstoun,,,,,,,,,,
gustavus vasa,27603,,gustavus,vasa,,,,,,,,,
augereau,27603,,augereau,,,,,,,,,,
alamingo,27603,,alamingo,,,,,,,,,,
loch na nuagh,27603,,loch,na,nuagh,,,,,,,,
petersen,27603,,petersen,,,,,,,,,,
john allen,27603,,john,allen,,,,,,,,,
sieur corasse,27603,,sieur,corasse,,,,,,,,,
pitsligo,27603,,pitsligo,,,,,,,,,,
ruminavi,27603,,ruminavi,,,,,,,,,,
denis,27603,,denis,,,,,,,,,,
john franklin,27603,,john,franklin,,,,,,,,,
eric bauer,27603,,eric,bauer,,,,,,,,,
killiekrankie,27603,,killiekrankie,,,,,,,,,,
tancred,27603,,tancred,,,,,,,,,,
jules quicherat,27603,,jules,quicherat,,,,,,,,,
said orthon,27603,,said,orthon,,,,,,,,,
sandy gordon,27603,,sandy,gordon,,,,,,,,,
harold grayfell,27603,,harold,grayfell,,,,,,,,,
astridr,27603,,astridr,,,,,,,,,,
king adils,27603,,king,adils,,,,,,,,,
la tremouille,27603,,la,tremouille,,,,,,,,,
congleton,27603,,congleton,,,,,,,,,,
maister alexander,27603,,maister,alexander,,,,,,,,,
comte foix,27603,,comte,foix,,,,,,,,,
gudbrand,27603,,gudbrand,,,,,,,,,,
fort george,27603,,fort,george,,,,,,,,,
jesus,27603,,jesus,,,,,,,,,,
gonçalo pereira,27603,,gonçalo,pereira,,,,,,,,,
james winter,27603,,james,winter,,,,,,,,,
tambo,27603,,tambo,,,,,,,,,,
ingram,27603,,ingram,,,,,,,,,,
robert strange,27603,,robert,strange,,,,,,,,,
logroño,27603,,logroño,,,,,,,,,,
jean morin,27603,,jean,morin,,,,,,,,,
chicamá,27603,,chicamá,,,,,,,,,,
gregory,27603,,gregory,,,,,,,,,,
jean luxembourg,27603,,jean,luxembourg,,,,,,,,,
atahuallpa,27603,,atahuallpa,,,,,,,,,,
cetywayo,27603,,cetywayo,,,,,,,,,,
locheil,27603,,locheil,,,,,,,,,,
blackadder,27603,,blackadder,,,,,,,,,,
buluwayo,27603,,buluwayo,,,,,,,,,,
david thriepland,27603,,david,thriepland,,,,,,,,,
mackintosh,27603,,mackintosh,,,,,,,,,,
earl sigvaldi,27603,,earl,sigvaldi,,,,,,,,,
clanranald,27603,,clanranald,,,,,,,,,,
maxwell,27603,,maxwell,,,,,,,,,,
agnes repplier,27603,,agnes,repplier,,,,,,,,,
st  catherine,27603,,st,,catherine,,,,,,,,
selles,27603,,selles,,,,,,,,,,
francisco pizarro,27603,,francisco,pizarro,,,,,,,,,
portillo,27603,,portillo,,,,,,,,,,
crane,27603,,crane,,,,,,,,,,
cacique,27603,,cacique,,,,,,,,,,
reginald thierry,27603,,reginald,thierry,,,,,,,,,
king of the danes,27603,,king,of,the,danes,,,,,,,
marischall,27603,,marischall,,,,,,,,,,
aranda,27603,,aranda,,,,,,,,,,
fitzgerald,27603,,fitzgerald,,,,,,,,,,
moy,27603,,moy,,,,,,,,,,
ralph middleton,27603,,ralph,middleton,,,,,,,,,
la charité,27603,,la,charité,,,,,,,,,
macrimmon,27603,,macrimmon,,,,,,,,,,
loch sheil,27603,,loch,sheil,,,,,,,,,
alexander smith,27603,,alexander,smith,,,,,,,,,
chimborazo,27603,,chimborazo,,,,,,,,,,
achnacarry,27603,,achnacarry,,,,,,,,,,
buccleugh,27603,,buccleugh,,,,,,,,,,
kurten,27603,,kurten,,,,,,,,,,
mccunn,27603,,mccunn,,,,,,,,,,
james viii,27603,,james,viii,,,,,,,,,
gerson,27603,,gerson,,,,,,,,,,
molloy,27603,,molloy,,,,,,,,,,
dauphin charles,27603,,dauphin,charles,,,,,,,,,
lomaghondi,27603,,lomaghondi,,,,,,,,,,
hugh kennedy,27603,,hugh,kennedy,,,,,,,,,
agreda,27603,,agreda,,,,,,,,,,
brittany,27603,,brittany,,,,,,,,,,
james more,27603,,james,more,,,,,,,,,
bishop cauchon,27603,,bishop,cauchon,,,,,,,,,
skuli thorsteinsson,27603,,skuli,thorsteinsson,,,,,,,,,
king alfonso,27603,,king,alfonso,,,,,,,,,
lannes,27603,,lannes,,,,,,,,,,
pedro candia,27603,,pedro,candia,,,,,,,,,
grisell baillie,27603,,grisell,baillie,,,,,,,,,
andré laval,27603,,andré,laval,,,,,,,,,
alonso molina,27603,,alonso,molina,,,,,,,,,
of lorraine,27603,,of,lorraine,,,,,,,,,
thomas sheridan,27603,,thomas,sheridan,,,,,,,,,
marchmont,27603,,marchmont,,,,,,,,,,
glengarry,27603,,glengarry,,,,,,,,,,
broughton,27603,,broughton,,,,,,,,,,
voltaire,27603,,voltaire,,,,,,,,,,
gautrin,27603,,gautrin,,,,,,,,,,
king james,27603,,king,james,,,,,,,,,
dunbar,27603,,dunbar,,,,,,,,,,
holyrood,27603,,holyrood,,,,,,,,,,
earl rognvald,27603,,earl,rognvald,,,,,,,,,
childe harold,27603,,childe,harold,,,,,,,,,
hiller,27603,,hiller,,,,,,,,,,
john adams,27603,,john,adams,,,,,,,,,
prescott,27603,,prescott,,,,,,,,,,
lawrence oliphant,27603,,lawrence,oliphant,,,,,,,,,
butler,27603,,butler,,,,,,,,,,
hernando soto,27603,,hernando,soto,,,,,,,,,
heany,27603,,heany,,,,,,,,,,
l oyseleur,27603,,l,oyseleur,,,,,,,,,
thord fat paunch,27603,,thord,fat,paunch,,,,,,,,
cecil rhodes,27603,,cecil,rhodes,,,,,,,,,
farquharsons,27603,,farquharsons,,,,,,,,,,
raaf,27603,,raaf,,,,,,,,,,
walter scott,27603,,walter,scott,,,,,,,,,
durand lassois,27603,,durand,lassois,,,,,,,,,
topaz,27603,,topaz,,,,,,,,,,
rob roy macgregor,27603,,rob,roy,macgregor,,,,,,,,
bligh,27603,,bligh,,,,,,,,,,
jean d aulon,27603,,jean,d,aulon,,,,,,,,
martini,27603,,martini,,,,,,,,,,
mengette,27603,,mengette,,,,,,,,,,
blairfettie,27603,,blairfettie,,,,,,,,,,
william wills,27603,,william,wills,,,,,,,,,
kolbjorn,27603,,kolbjorn,,,,,,,,,,
arnvid the blind,27603,,arnvid,the,blind,,,,,,,,
huascar,27603,,huascar,,,,,,,,,,
queen elizabeth,27603,,queen,elizabeth,,,,,,,,,
san felipe,27603,,san,felipe,,,,,,,,,
andrew agnew,27603,,andrew,agnew,,,,,,,,,
kinloch moidart,27603,,kinloch,moidart,,,,,,,,,
vögg,27603,,vögg,,,,,,,,,,
bothwell,27603,,bothwell,,,,,,,,,,
marbot,27603,,marbot,,,,,,,,,,
patten,27603,,patten,,,,,,,,,,
charles vi,27603,,charles,vi,,,,,,,,,
john byron,27603,,john,byron,,,,,,,,,
guéhéneuc,27603,,guéhéneuc,,,,,,,,,,
st  andrew,27603,,st,,andrew,,,,,,,,
catherine la rochelle,27603,,catherine,la,rochelle,,,,,,,,
prince charles of the forty five,27603,,prince,charles,of,the,forty,five,,,,,
colquhoun grant,27603,,colquhoun,grant,,,,,,,,,
diego almagro,27603,,diego,almagro,,,,,,,,,
manchon,27603,,manchon,,,,,,,,,,
felix,27603,,felix,,,,,,,,,,
grierson,27603,,grierson,,,,,,,,,,
panamá,27603,,panamá,,,,,,,,,,
alexander hay robertson,27603,,alexander,hay,robertson,,,,,,,,
embrun,27603,,embrun,,,,,,,,,,
robert baudricourt,27603,,robert,baudricourt,,,,,,,,,
badenoch,27603,,badenoch,,,,,,,,,,
bertrand poulengy,27603,,bertrand,poulengy,,,,,,,,,
thomas randal,27603,,thomas,randal,,,,,,,,,
gascon,27603,,gascon,,,,,,,,,,
franquet,27603,,franquet,,,,,,,,,,
tafur,27603,,tafur,,,,,,,,,,
king of danes,27603,,king,of,danes,,,,,,,,
charles edward stuart,27603,,charles,edward,stuart,,,,,,,,
w  c  green,27603,,w,,c,,green,,,,,,
saragossa,27603,,saragossa,,,,,,,,,,
landa,27603,,landa,,,,,,,,,,
dales,27603,,dales,,,,,,,,,,
anderson,27603,,anderson,,,,,,,,,,
sempill,27603,,sempill,,,,,,,,,,
vött,27603,,vött,,,,,,,,,,
crawford,27603,,crawford,,,,,,,,,,
pitcairn,27603,,pitcairn,,,,,,,,,,
noel,27603,,noel,,,,,,,,,,
gaston foix,27603,,gaston,foix,,,,,,,,,
caxamalca,27603,,caxamalca,,,,,,,,,,
skyring,27603,,skyring,,,,,,,,,,
gooding,27603,,gooding,,,,,,,,,,
golah,27603,,golah,,,,,,,,,,
pitchery,27603,,pitchery,,,,,,,,,,
talbot,27603,,talbot,,,,,,,,,,
m donough,27603,,m,donough,,,,,,,,,
pultney,27603,,pultney,,,,,,,,,,
bayne,27603,,bayne,,,,,,,,,,
brahé,27603,,brahé,,,,,,,,,,
aïssé,27603,,aïssé,,,,,,,,,,
hofmeyer,27603,,hofmeyer,,,,,,,,,,
hernando pizarro,27603,,hernando,pizarro,,,,,,,,,
martinmas,27603,,martinmas,,,,,,,,,,
masséna,27603,,masséna,,,,,,,,,,
masterton,27603,,masterton,,,,,,,,,,
sigridr sweyn,27603,,sigridr,sweyn,,,,,,,,,
braga,27603,,braga,,,,,,,,,,
maxey,27603,,maxey,,,,,,,,,,
margaret oliphant,27603,,margaret,oliphant,,,,,,,,,
eyvind skreyja,27603,,eyvind,skreyja,,,,,,,,,
murat,27603,,murat,,,,,,,,,,
ocllo huaco,27603,,ocllo,huaco,,,,,,,,,
francisco alcántara,27603,,francisco,alcántara,,,,,,,,,
richemont,27603,,richemont,,,,,,,,,,
louis coutes,27603,,louis,coutes,,,,,,,,,
dom pedro,27603,,dom,pedro,,,,,,,,,
landells,27603,,landells,,,,,,,,,,
olaf stout,27603,,olaf,stout,,,,,,,,,
fergusson,27603,,fergusson,,,,,,,,,,
syddel,27603,,syddel,,,,,,,,,,
macpherson,27603,,macpherson,,,,,,,,,,
rajah,27603,,rajah,,,,,,,,,,
jhesu maria,27603,,jhesu,maria,,,,,,,,,
dawn,27603,,dawn,,,,,,,,,,
hernando luque,27603,,hernando,luque,,,,,,,,,
william musgrave,27603,,william,musgrave,,,,,,,,,
coltbridge,27603,,coltbridge,,,,,,,,,,
beckler,27603,,beckler,,,,,,,,,,
harcourt,27603,,harcourt,,,,,,,,,,
henri martin,27603,,henri,martin,,,,,,,,,
noble dauphin,27603,,noble,dauphin,,,,,,,,,
crieff,27603,,crieff,,,,,,,,,,
campbell,27603,,campbell,,,,,,,,,,
joan the maid,27603,,joan,the,maid,,,,,,,,
egil skalagrim,27603,,egil,skalagrim,,,,,,,,,
onund,27603,,onund,,,,,,,,,,
valverde,27603,,valverde,,,,,,,,,,
wade,27603,,wade,,,,,,,,,,
williams,27603,,williams,,,,,,,,,,
sutherland,27603,,sutherland,,,,,,,,,,
alfred howitt,27603,,alfred,howitt,,,,,,,,,
gauti tofason,27603,,gauti,tofason,,,,,,,,,
orthez,27603,,orthez,,,,,,,,,,
bishop sigurd,27603,,bishop,sigurd,,,,,,,,,
tullibardine,27603,,tullibardine,,,,,,,,,,
gillie macbane,27603,,gillie,macbane,,,,,,,,,
fierbois joan,27603,,fierbois,joan,,,,,,,,,
maclaurin,27603,,maclaurin,,,,,,,,,,
livingstone,27603,,livingstone,,,,,,,,,,
burd,27603,,burd,,,,,,,,,,
nairne,27603,,nairne,,,,,,,,,,
pierre cauchon,27603,,pierre,cauchon,,,,,,,,,
joan the maiden,27603,,joan,the,maiden,,,,,,,,
lumsden,27603,,lumsden,,,,,,,,,,
routledge,27603,,routledge,,,,,,,,,,
matthew quintal,27603,,matthew,quintal,,,,,,,,,
le viscomte,27603,,le,viscomte,,,,,,,,,
beauvais,27603,,beauvais,,,,,,,,,,
fyri,27603,,fyri,,,,,,,,,,
george young,27603,,george,young,,,,,,,,,
emund,27603,,emund,,,,,,,,,,
lynch,27603,,lynch,,,,,,,,,,
alfonso iv,27603,,alfonso,iv,,,,,,,,,
george ii,27603,,george,ii,,,,,,,,,
charles the dauphin,27603,,charles,the,dauphin,,,,,,,,
athol,27603,,athol,,,,,,,,,,
dauphin king,27603,,dauphin,king,,,,,,,,,
einar bowstring shaker,27603,,einar,bowstring,shaker,,,,,,,,
keith,27603,,keith,,,,,,,,,,
gentle dauphin,27603,,gentle,dauphin,,,,,,,,,
judd,27603,,judd,,,,,,,,,,
ardmillan,27603,,ardmillan,,,,,,,,,,
carson,27603,,carson,,,,,,,,,,
hepburn,27603,,hepburn,,,,,,,,,,
miranda,27603,,miranda,,,,,,,,,,
high chamberlain,27603,,high,chamberlain,,,,,,,,,
quizquiz,27603,,quizquiz,,,,,,,,,,
gaeta,27603,,gaeta,,,,,,,,,,
m  siméon luce,27603,,m,,siméon,luce,,,,,,,
pueblo quemado,27603,,pueblo,quemado,,,,,,,,,
don pedro alvarado,27603,,don,pedro,alvarado,,,,,,,,
folger,27603,,folger,,,,,,,,,,
pipon,27603,,pipon,,,,,,,,,,
cooper,27603,,cooper,,,,,,,,,,
duc bar,27603,,duc,bar,,,,,,,,,
dickson,27603,,dickson,,,,,,,,,,
gardiner,27603,,gardiner,,,,,,,,,,
burnham,27603,,burnham,,,,,,,,,,
m  sepet,27603,,m,,sepet,,,,,,,,
augustina,27603,,augustina,,,,,,,,,,
don patricio gedd,27603,,don,patricio,gedd,,,,,,,,
alexander gordon,27603,,alexander,gordon,,,,,,,,,
polwarth,27603,,polwarth,,,,,,,,,,
robert o hara burke,27603,,robert,o,hara,burke,,,,,,,
rider haggard,27603,,rider,haggard,,,,,,,,,
eyvind skald spoiler,27603,,eyvind,skald,spoiler,,,,,,,,
francis woirland,27603,,francis,woirland,,,,,,,,,
guy laval,27603,,guy,laval,,,,,,,,,
felipillo,27603,,felipillo,,,,,,,,,,
st  margaret,27603,,st,,margaret,,,,,,,,
charles lee,27603,,charles,lee,,,,,,,,,
lagny,27603,,lagny,,,,,,,,,,
bovill,27603,,bovill,,,,,,,,,,
rolf stake,27603,,rolf,stake,,,,,,,,,
loch eil,27603,,loch,eil,,,,,,,,,
raymond,27603,,raymond,,,,,,,,,,
kolbein strong,27603,,kolbein,strong,,,,,,,,,
jameson,27603,,jameson,,,,,,,,,,
lobengula,27603,,lobengula,,,,,,,,,,
thorvid,27603,,thorvid,,,,,,,,,,
buchanan,27603,,buchanan,,,,,,,,,,
arendt,27603,,arendt,,,,,,,,,,
highlanders,27603,,highlanders,,,,,,,,,,
isaac martin,27603,,isaac,martin,,,,,,,,,
thoralf skumsson,27603,,thoralf,skumsson,,,,,,,,,
sten sture,27603,,sten,sture,,,,,,,,,
don alfonso baffan,27603,,don,alfonso,baffan,,,,,,,,
jacob snider,27603,,jacob,snider,,,,,,,,,
saint pierre le moustier,27603,,saint,pierre,le,moustier,,,,,,,
saint mars,27603,,saint,mars,,,,,,,,,
