bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg39660-7,0.0141,0.1438,0.2729,0.0755,0.0205,0.026,0.0285,0.0428,0.036,0.0013,0.0061,0.0021,0.0067,0.0808,-0.0123,0.012,0.2917,0.2917,0.4167,0.6389,0.264,0.4401,0.1568,2.0917
pg39660-8,0.0104,0.1838,0.2987,0.0674,0.024,0.0274,0.0266,0.0346,0.0346,0.0008,0.006,0.002,0.0032,0.07,0.0274,0.008,0.2174,0.1304,0.6522,0.5968,0.264,0.4401,0.1568,2.0917
pg39660-9,0.0168,0.1788,0.2503,0.0752,0.0227,0.0281,0.0264,0.045,0.0462,0.0007,0.0043,0.0037,0.0063,0.0801,-0.0807,0.0137,0.2,0.08,0.72,0.6616,0.264,0.4401,0.1568,2.0917
pg1809-1,0.0251,0.3131,0.0869,0.0707,0.0248,0.0265,0.024,0.0476,0.0571,0.0006,0.0006,0.004,0.0031,0.0768,-0.1036,0.0205,0.3684,0.1053,0.5263,0.7143,0.264,0.5095,0.0232,1.99
pg1809-2,0.0215,0.3791,0.0232,0.0807,0.0227,0.0265,0.0266,0.046,0.0566,0.0005,0.0002,0.0013,0.0031,0.0746,-0.0841,0.0167,0.2368,0.2105,0.5526,0.7776,0.264,0.5095,0.0232,1.99
pg1809-3,0.0201,0.3153,0.0551,0.0898,0.0209,0.0254,0.0277,0.0499,0.0528,0.0004,0.0002,0.0014,0.0033,0.0796,-0.0735,0.0177,0.2632,0.1053,0.6316,0.7536,0.264,0.5095,0.0232,1.99
pg1809-4,0.0228,0.3397,0.0259,0.0823,0.0219,0.0256,0.0253,0.0482,0.0553,0.0006,0.0009,0.003,0.0028,0.078,-0.0973,0.0194,0.3684,0.0789,0.5526,0.763,0.264,0.5095,0.0232,1.99
pg1809-5,0.0209,0.3229,0.0443,0.0872,0.0212,0.0251,0.0252,0.0491,0.0519,0.0006,0.0005,0.0037,0.0029,0.0791,-0.0692,0.0192,0.3684,0.1842,0.4474,0.7372,0.264,0.5095,0.0232,1.99
pg1809-6,0.0217,0.2932,0.0909,0.097,0.0251,0.0239,0.0288,0.0507,0.0528,0.0008,0.0007,0.0031,0.0049,0.0841,-0.0847,0.0191,0.2368,0.2632,0.5,0.75,0.264,0.5095,0.0232,1.99
pg1809-7,0.0268,0.2221,0.1574,0.0836,0.0276,0.0229,0.0274,0.0557,0.0566,0.0006,0.0005,0.0016,0.0052,0.0858,-0.1144,0.0261,0.3514,0.1622,0.4865,0.7093,0.264,0.5095,0.0232,1.99
pg1809-8,0.0254,0.2331,0.1933,0.1014,0.029,0.0228,0.0285,0.0471,0.0617,0.0004,0.0009,0.0039,0.0037,0.0808,-0.1255,0.0219,0.2632,0.3158,0.4211,0.8115,0.264,0.5095,0.0232,1.99
pg1809-9,0.0292,0.2573,0.1087,0.108,0.0224,0.0253,0.0237,0.047,0.0621,0.0008,0.0004,0.0033,0.0043,0.0751,-0.1297,0.0259,0.1842,0.3158,0.5,0.818,0.264,0.5095,0.0232,1.99
pg20615-1,0.0127,0.1299,0.1964,0.0821,0.0172,0.0251,0.0416,0.0662,0.0424,0.0001,0.006,0.0023,0.0021,0.1162,-0.0113,0.015,0.0625,0.2813,0.6563,0.7543,0.2642,0.6184,-0.1499,0.1026
pg20615-2,0.0148,0.1386,0.1673,0.0827,0.0183,0.0235,0.0416,0.0654,0.0417,0.0003,0.0043,0.0022,0.0027,0.1138,-0.0104,0.0158,0.0625,0.2813,0.6563,0.7388,0.2642,0.6184,-0.1499,0.1026
pg20615-3,0.0134,0.1485,0.1328,0.0954,0.0251,0.0211,0.0411,0.0664,0.0396,0.0011,0.0061,0.0021,0.0027,0.1168,-0.0097,0.0162,0.2424,0.303,0.4545,0.7564,0.2642,0.6184,-0.1499,0.1026
pg20615-4,0.0143,0.1272,0.1544,0.0927,0.0228,0.0206,0.0424,0.066,0.0388,0.0002,0.0051,0.0036,0.0041,0.1173,-0.0119,0.0167,0.3125,0.2813,0.4063,0.7304,0.2642,0.6184,-0.1499,0.1026
pg27339-1,0.0219,0.3442,0.1944,0.0642,0.0186,0.023,0.0332,0.045,0.0582,0.0003,0.0048,0.0076,0.0088,0.0909,-0.1379,0.0113,0.1702,0.1702,0.6596,0.7496,0.2643,0.4826,-0.0493,1.4364
pg27339-2,0.0284,0.3145,0.18,0.0797,0.0214,0.0243,0.0272,0.0387,0.0625,0.0005,0.0054,0.0063,0.0114,0.0781,-0.1678,0.0201,0.2708,0.1667,0.5625,0.7616,0.2643,0.4826,-0.0493,1.4364
pg27339-3,0.034,0.2544,0.0643,0.0901,0.0188,0.021,0.0261,0.0399,0.0616,0.0006,0.0036,0.0077,0.0136,0.0779,-0.1744,0.0283,0.375,0.1458,0.4792,0.8248,0.2643,0.4826,-0.0493,1.4364
pg27339-4,0.0289,0.2208,0.1697,0.0826,0.0211,0.0233,0.0296,0.0413,0.0589,0.0003,0.0043,0.0079,0.0128,0.0834,-0.1658,0.023,0.2979,0.2979,0.4043,0.7822,0.2643,0.4826,-0.0493,1.4364
pg27339-5,0.0293,0.2329,0.0858,0.0894,0.0201,0.0225,0.0283,0.0365,0.0584,0.0007,0.0029,0.0077,0.0131,0.0761,-0.1693,0.0268,0.375,0.125,0.5,0.8232,0.2643,0.4826,-0.0493,1.4364
pg27339-6,0.0234,0.2916,0.1076,0.0855,0.0232,0.0226,0.0326,0.0373,0.0539,0.0003,0.0045,0.0069,0.0134,0.0816,-0.153,0.0166,0.375,0.125,0.5,0.7956,0.2643,0.4826,-0.0493,1.4364
pg27339-7,0.0273,0.3106,0.1315,0.0851,0.0203,0.0191,0.0315,0.0386,0.058,0.0007,0.0037,0.0078,0.015,0.0823,-0.1676,0.0202,0.3333,0.1875,0.4792,0.8002,0.2643,0.4826,-0.0493,1.4364
pg6298-1,0.0178,0.386,0.1639,0.0919,0.0283,0.025,0.0282,0.057,0.0492,0.002,0.0061,0.0071,0.0056,0.1004,-0.1468,0.0136,0.2368,0.1053,0.6579,0.7629,0.2645,0.4708,-0.1776,-0.7131
pg6298-2,0.0194,0.2915,0.1292,0.1055,0.0269,0.0233,0.0298,0.0545,0.0525,0.0022,0.003,0.0082,0.0054,0.0977,-0.1966,0.019,0.2632,0.2368,0.5,0.8217,0.2645,0.4708,-0.1776,-0.7131
pg6298-3,0.0142,0.4547,0.0982,0.0936,0.0245,0.0274,0.0374,0.057,0.0431,0.0009,0.0049,0.0068,0.0036,0.107,-0.09,0.0108,0.2162,0.3243,0.4595,0.7899,0.2645,0.4708,-0.1776,-0.7131
pg6298-4,0.0232,0.266,0.1608,0.1169,0.0302,0.0242,0.032,0.0559,0.0522,0.0014,0.0036,0.0092,0.0067,0.102,-0.1913,0.024,0.2368,0.3684,0.3947,0.8647,0.2645,0.4708,-0.1776,-0.7131
pg32115-1,0.0258,0.1617,0.2641,0.1035,0.0245,0.0242,0.0306,0.0637,0.0623,0.0008,0.0013,0.0044,0.006,0.1008,-0.1774,0.0263,0.4043,0.3404,0.2553,0.8058,0.2645,0.534,-0.2342,0.1978
pg32115-2,0.0297,0.2838,0.2975,0.1034,0.0277,0.026,0.025,0.0617,0.06,0.0007,0.0016,0.0048,0.0089,0.0938,-0.1876,0.0298,0.4255,0.2128,0.3617,0.7809,0.2645,0.534,-0.2342,0.1978
pg32115-3,0.0252,0.3351,0.2179,0.103,0.0292,0.025,0.03,0.0624,0.0582,0.0008,0.0018,0.0039,0.0055,0.0989,-0.1656,0.0239,0.4468,0.1489,0.4043,0.7895,0.2645,0.534,-0.2342,0.1978
pg32115-4,0.0322,0.1719,0.2827,0.1097,0.0247,0.0242,0.0222,0.0608,0.0663,0.0002,0.0007,0.0045,0.0081,0.0884,-0.2152,0.0338,0.3191,0.1915,0.4894,0.8021,0.2645,0.534,-0.2342,0.1978
pg32115-5,0.0293,0.1862,0.267,0.1101,0.0236,0.0266,0.029,0.0577,0.0641,0.0002,0.0005,0.0049,0.0075,0.0923,-0.1972,0.0296,0.4894,0.1277,0.383,0.7815,0.2645,0.534,-0.2342,0.1978
pg32115-6,0.0332,0.2081,0.2193,0.1218,0.0224,0.0207,0.0279,0.0543,0.0641,0.0004,0.0016,0.0064,0.0084,0.0906,-0.2056,0.033,0.383,0.2979,0.3191,0.8046,0.2645,0.534,-0.2342,0.1978
pg8771-1,0.018,0.2313,0.0995,0.06,0.0174,0.0218,0.0513,0.0688,0.0384,0.0072,0.003,0.0021,0.0064,0.1324,-0.006,0.0176,0.12,0.16,0.72,0.6623,0.2645,0.6503,0.4628,0.5099
pg8771-10,0.0173,0.1427,0.0396,0.0774,0.0186,0.0229,0.0458,0.0761,0.0345,0.0095,0.0024,0.004,0.0098,0.1378,-0.01,0.0205,0.2222,0.1852,0.5926,0.6885,0.2645,0.6503,0.4628,0.5099
pg8771-11,0.0139,0.1465,0.0702,0.0802,0.0196,0.0198,0.0452,0.0716,0.0396,0.0057,0.0051,0.005,0.0078,0.1326,-0.0291,0.0135,0.1481,0.2593,0.5926,0.6829,0.2645,0.6503,0.4628,0.5099
pg8771-2,0.0181,0.2026,0.0936,0.0647,0.0197,0.0206,0.0432,0.0693,0.0391,0.0072,0.0029,0.0024,0.0081,0.125,-0.0243,0.0166,0.1538,0.1538,0.6923,0.6866,0.2645,0.6503,0.4628,0.5099
pg8771-3,0.0181,0.176,0.103,0.0729,0.0203,0.0206,0.0374,0.0727,0.043,0.0068,0.0012,0.0018,0.0061,0.1199,-0.0356,0.0191,0.28,0.28,0.44,0.6775,0.2645,0.6503,0.4628,0.5099
pg8771-4,0.016,0.2076,0.0915,0.0679,0.0217,0.0249,0.0375,0.0734,0.04,0.0079,0.0016,0.0022,0.0061,0.1226,-0.0092,0.016,0.1154,0.2692,0.6154,0.6162,0.2645,0.6503,0.4628,0.5099
pg8771-5,0.0206,0.1322,0.0667,0.0692,0.0163,0.02,0.0413,0.0709,0.0399,0.0065,0.0008,0.0026,0.0074,0.1221,-0.0396,0.0208,0.1852,0.1111,0.7037,0.7033,0.2645,0.6503,0.4628,0.5099
pg8771-6,0.0177,0.1346,0.0925,0.0743,0.0208,0.0222,0.0444,0.0732,0.0344,0.0071,0.0017,0.0031,0.0071,0.1295,0.0109,0.0171,0.2692,0.2692,0.4615,0.622,0.2645,0.6503,0.4628,0.5099
pg8771-7,0.0233,0.1846,0.0852,0.068,0.0165,0.0197,0.0413,0.0673,0.0405,0.0067,0.0018,0.0022,0.0087,0.1193,-0.0467,0.0248,0.1852,0.1111,0.7037,0.6725,0.2645,0.6503,0.4628,0.5099
pg8771-8,0.0218,0.1998,0.0459,0.0739,0.0197,0.0203,0.0448,0.0689,0.0379,0.0071,0.0021,0.0044,0.0068,0.1273,-0.0199,0.0225,0.2593,0.2593,0.4815,0.6619,0.2645,0.6503,0.4628,0.5099
pg8771-9,0.0199,0.1618,0.0713,0.0641,0.0243,0.0214,0.0438,0.0723,0.0336,0.0063,0.0023,0.0026,0.0079,0.1273,0.0236,0.0219,0.0833,0.125,0.7917,0.6259,0.2645,0.6503,0.4628,0.5099
pg11931-1,0.0184,0.3681,0.0085,0.0531,0.018,0.0271,0.0322,0.0638,0.0434,0.0023,0.0057,0.0038,0.0039,0.1078,-0.0355,0.018,0.25,0.0625,0.6875,0.6765,0.2647,0.3998,-0.1816,2.0443
pg27339-1,0.0219,0.3442,0.1944,0.0642,0.0186,0.023,0.0332,0.045,0.0582,0.0003,0.0048,0.0076,0.0088,0.0909,-0.1737,0.0113,0.1875,0.1667,0.6458,0.7496,0.2647,0.4826,-0.0199,-1.2249
pg27339-2,0.0284,0.3145,0.18,0.0797,0.0214,0.0243,0.0272,0.0387,0.0625,0.0005,0.0054,0.0063,0.0114,0.0781,-0.2322,0.0201,0.3125,0.25,0.4375,0.7616,0.2647,0.4826,-0.0199,-1.2249
pg27339-3,0.034,0.2544,0.0643,0.0901,0.0188,0.021,0.0261,0.0399,0.0616,0.0006,0.0036,0.0077,0.0136,0.0779,-0.2452,0.0283,0.3333,0.1667,0.5,0.8248,0.2647,0.4826,-0.0199,-1.2249
pg27339-4,0.0289,0.2208,0.1697,0.0826,0.0211,0.0233,0.0296,0.0413,0.0589,0.0003,0.0043,0.0079,0.0128,0.0834,-0.2283,0.023,0.3191,0.4255,0.2553,0.7822,0.2647,0.4826,-0.0199,-1.2249
pg27339-5,0.0293,0.2329,0.0858,0.0894,0.0201,0.0225,0.0283,0.0365,0.0584,0.0007,0.0029,0.0077,0.0131,0.0761,-0.2351,0.0268,0.4167,0.1667,0.4167,0.8232,0.2647,0.4826,-0.0199,-1.2249
pg27339-6,0.0234,0.2916,0.1076,0.0855,0.0232,0.0226,0.0326,0.0373,0.0539,0.0003,0.0045,0.0069,0.0134,0.0816,-0.2033,0.0166,0.3125,0.1458,0.5417,0.7956,0.2647,0.4826,-0.0199,-1.2249
pg27339-7,0.0273,0.3106,0.1315,0.0851,0.0203,0.0191,0.0315,0.0386,0.058,0.0007,0.0037,0.0078,0.015,0.0823,-0.2319,0.0202,0.4043,0.1489,0.4468,0.8002,0.2647,0.4826,-0.0199,-1.2249
pg10377-1,0.0157,0.3686,0.1538,0.0642,0.0275,0.0227,0.0421,0.1018,0.0298,0.0006,0.0102,0.0082,0.0057,0.1629,0.0962,0.0147,0.05,0.2,0.75,0.5269,0.2648,0.5593,-0.222,1.1503
pg10377-2,0.0127,0.3473,0.1191,0.0627,0.028,0.0238,0.0399,0.0962,0.0326,0.0006,0.0131,0.0058,0.0041,0.1556,0.0508,0.0119,0.2105,0.1053,0.6842,0.592,0.2648,0.5593,-0.222,1.1503
pg10377-3,0.0191,0.4013,0.1121,0.0652,0.024,0.0217,0.0389,0.1005,0.0337,0.0007,0.0112,0.0079,0.0057,0.1592,0.0284,0.0193,0.3333,0.0952,0.5714,0.6089,0.2648,0.5593,-0.222,1.1503
pg10377-4,0.0158,0.2434,0.1782,0.0709,0.0273,0.0206,0.0411,0.0988,0.0308,0.0005,0.0127,0.0072,0.0062,0.1603,0.053,0.0185,0.0952,0.1905,0.7143,0.5789,0.2648,0.5593,-0.222,1.1503
pg10377-5,0.0127,0.2184,0.1468,0.0793,0.0283,0.0203,0.0499,0.0926,0.0307,0.0012,0.012,0.0089,0.004,0.1646,0.1029,0.0104,0,0.1905,0.8095,0.5557,0.2648,0.5593,-0.222,1.1503
pg10377-6,0.0122,0.3333,0.0652,0.0705,0.0251,0.0259,0.0369,0.0914,0.0284,0.0009,0.0116,0.0087,0.0013,0.1495,0.1395,0.0098,0.1111,0.2778,0.6111,0.5224,0.2648,0.5593,-0.222,1.1503
pg39443-1,0.0132,0.1111,0.4327,0.0643,0.0293,0.0246,0.0421,0.0498,0.0349,0.0008,0.0053,0.0058,0.0029,0.1038,0.0383,0.0091,0.125,0.2083,0.6667,0.5937,0.2649,0.512,-0.0554,2.1223
pg39443-10,0.0146,0.228,0.2267,0.08,0.029,0.0244,0.0402,0.0441,0.044,0.0006,0.0034,0.0099,0.0057,0.0982,-0.0475,0.0116,0.1852,0.1852,0.6296,0.6977,0.2649,0.512,-0.0554,2.1223
pg39443-2,0.0167,0.1715,0.3439,0.078,0.0258,0.025,0.0373,0.0479,0.0467,0.0009,0.0045,0.0092,0.0059,0.0998,-0.0612,0.016,0.1724,0.1724,0.6552,0.7094,0.2649,0.512,-0.0554,2.1223
pg39443-3,0.0169,0.2081,0.2829,0.0835,0.0222,0.0248,0.0374,0.0406,0.0454,0.0001,0.0056,0.0077,0.0048,0.0914,-0.0713,0.0158,0.3793,0.1724,0.4483,0.7142,0.2649,0.512,-0.0554,2.1223
pg39443-4,0.0149,0.2029,0.2884,0.0732,0.0239,0.0244,0.0376,0.0438,0.0411,0.0008,0.0052,0.0096,0.0039,0.097,-0.0258,0.0131,0,0.2759,0.7241,0.6392,0.2649,0.512,-0.0554,2.1223
pg39443-5,0.0212,0.1312,0.2843,0.0916,0.0227,0.024,0.0323,0.0384,0.0504,0.0004,0.0033,0.0113,0.0057,0.0857,-0.0928,0.0197,0.4643,0.0714,0.4643,0.7569,0.2649,0.512,-0.0554,2.1223
pg39443-6,0.0156,0.1649,0.3511,0.0785,0.0246,0.0232,0.0377,0.0434,0.0451,0.0006,0.0033,0.007,0.0055,0.092,-0.0601,0.0132,0.2414,0.0345,0.7241,0.6959,0.2649,0.512,-0.0554,2.1223
pg39443-7,0.0094,0.1232,0.5167,0.0687,0.0271,0.0249,0.04,0.05,0.0336,0.0011,0.0043,0.0053,0.0036,0.1007,0.0353,0.0081,0.1724,0.1724,0.6552,0.6013,0.2649,0.512,-0.0554,2.1223
pg39443-8,0.0177,0.1467,0.259,0.0933,0.026,0.0258,0.0351,0.0422,0.0429,0.0012,0.0032,0.0089,0.0049,0.0906,-0.0448,0.0167,0.2759,0.3103,0.4138,0.6981,0.2649,0.512,-0.0554,2.1223
pg39443-9,0.0112,0.2602,0.3536,0.0597,0.026,0.0279,0.0391,0.046,0.0368,0.0005,0.0044,0.0049,0.0033,0.0949,0.0323,0.0077,0.2222,0.4074,0.3704,0.6116,0.2649,0.512,-0.0554,2.1223
pg1835-1,0.0186,0.3954,0.0375,0.0479,0.0214,0.031,0.0331,0.0484,0.0453,0.001,0.0009,0.003,0.0037,0.0864,-0.0239,0.0163,0.2203,0.1864,0.5932,0.7214,0.2651,0.6077,-0.181,-1.6939
pg1835-2,0.0211,0.4071,0.0209,0.0788,0.0201,0.0266,0.0283,0.04,0.0519,0.0009,0.0014,0.0048,0.006,0.0754,-0.0824,0.0198,0.2,0.1667,0.6333,0.7494,0.2651,0.6077,-0.181,-1.6939
pg29890-1,0.0061,0.4126,0.0911,0.068,0.0253,0.0253,0.0312,0.064,0.0352,0.0009,0.0093,0.01,0.0042,0.1154,0.0686,0.0081,0,0.0435,0.9565,0.635,0.2651,0.6553,-0.1443,3.6824
pg29890-2,0.0063,0.2411,0.21,0.0636,0.0264,0.0239,0.0329,0.0653,0.0344,0.0006,0.0071,0.0112,0.0033,0.1171,0.0555,0.009,0.2308,0.3077,0.4615,0.6379,0.2651,0.6553,-0.1443,3.6824
pg29890-3,0.0057,0.2635,0.1982,0.0657,0.0216,0.0272,0.0346,0.0646,0.0353,0.0004,0.0061,0.0084,0.005,0.1141,0.0497,0.0082,0.1154,0.1538,0.7308,0.6637,0.2651,0.6553,-0.1443,3.6824
pg29890-4,0.004,0.246,0.3386,0.0589,0.0297,0.0222,0.0389,0.0671,0.0305,0.0008,0.0053,0.0096,0.0049,0.1217,0.1228,0.0065,0.0741,0.1481,0.7778,0.622,0.2651,0.6553,-0.1443,3.6824
pg29890-5,0.0055,0.1301,0.2862,0.0641,0.0243,0.0233,0.0356,0.0656,0.0346,0.0007,0.0064,0.0087,0.0039,0.117,0.0662,0.0083,0.1481,0.1111,0.7407,0.6528,0.2651,0.6553,-0.1443,3.6824
pg29890-6,0.0048,0.189,0.282,0.0676,0.0267,0.0264,0.0339,0.0648,0.0341,0.0004,0.0064,0.0083,0.0044,0.1138,0.0712,0.0083,0.037,0.1481,0.8148,0.6484,0.2651,0.6553,-0.1443,3.6824
pg16771-1,0.0264,0.0451,0.2118,0.0863,0.0289,0.0306,0.0359,0.0532,0.0488,0.0005,0.0027,0.0019,0.0025,0.0942,-0.0433,0.0099,0.1429,0.2857,0.5714,0.7143,0.2656,0.3786,-0.1172,0.42
pg16771-2,0.0242,0.223,0.0876,0.0993,0.0285,0.0302,0.0351,0.0596,0.0443,0,0.0021,0.0074,0.0047,0.1042,-0.0285,0.0157,0.2857,0.1429,0.5714,0.7045,0.2656,0.3786,-0.1172,0.42
pg16771-3,0.0248,0.1015,0.1491,0.0945,0.0296,0.0263,0.0417,0.0587,0.0507,0.0004,0.0025,0.0051,0.0048,0.1084,-0.0648,0.0103,0.4286,0.1714,0.4,0.754,0.2656,0.3786,-0.1172,0.42
pg16771-4,0.024,0.0974,0.0855,0.0853,0.0235,0.0304,0.0382,0.0545,0.0462,0.0002,0.0031,0.0045,0.0044,0.1005,-0.0308,0.0099,0.2941,0.1176,0.5882,0.7295,0.2656,0.3786,-0.1172,0.42
pg16771-5,0.0266,0.2283,0.0478,0.1177,0.0286,0.0238,0.0338,0.0579,0.0577,0.0002,0.0022,0.0044,0.0073,0.0985,-0.125,0.0228,0.3333,0.1944,0.4722,0.8033,0.2656,0.3786,-0.1172,0.42
pg16771-6,0.0271,0.2292,0.096,0.1005,0.0308,0.0285,0.0395,0.0534,0.053,0.0002,0.0028,0.0043,0.0098,0.1002,-0.1015,0.0156,0.3143,0.1714,0.5143,0.7922,0.2656,0.3786,-0.1172,0.42
pg16771-7,0.0267,0.2073,0.0507,0.1129,0.0276,0.0232,0.0392,0.055,0.0582,0.0005,0.0029,0.004,0.0082,0.1017,-0.1293,0.0183,0.3235,0.1471,0.5294,0.8398,0.2656,0.3786,-0.1172,0.42
pg28271-1,0.0184,0.1279,0.3519,0.0776,0.0264,0.0233,0.0345,0.0473,0.0418,0.0008,0.0081,0.0149,0.0063,0.1056,-0.1123,0.0169,0.2188,0.1563,0.625,0.6912,0.2658,0.526,-0.1402,0.0479
pg28271-2,0.0183,0.2027,0.233,0.0721,0.0236,0.024,0.0378,0.0441,0.0374,0.0007,0.0087,0.0137,0.0056,0.105,-0.0715,0.0184,0.2813,0.2188,0.5,0.7203,0.2658,0.526,-0.1402,0.0479
pg28271-3,0.0186,0.1864,0.2314,0.0857,0.0232,0.0217,0.0365,0.0444,0.0382,0.0007,0.0112,0.0144,0.0054,0.1072,-0.0794,0.017,0.4063,0.1563,0.4375,0.7182,0.2658,0.526,-0.1402,0.0479
pg28271-4,0.0189,0.2417,0.2559,0.0823,0.0228,0.0241,0.0373,0.038,0.0397,0.0016,0.0103,0.0166,0.005,0.1038,-0.0862,0.0159,0.125,0.1563,0.7188,0.7145,0.2658,0.526,-0.1402,0.0479
pg28271-5,0.0188,0.1712,0.2379,0.0814,0.022,0.0234,0.0374,0.0388,0.04,0.0014,0.0098,0.0175,0.0072,0.1049,-0.1198,0.0188,0.1212,0.3636,0.5152,0.7329,0.2658,0.526,-0.1402,0.0479
pg28271-6,0.0197,0.2152,0.173,0.0914,0.0226,0.022,0.0373,0.0381,0.0426,0.0018,0.0087,0.0165,0.0067,0.1025,-0.1403,0.0204,0.3226,0.2258,0.4516,0.7575,0.2658,0.526,-0.1402,0.0479
pg32514-1,0.0163,0.1389,0.1848,0.0868,0.0292,0.0258,0.0342,0.0568,0.0381,0.0014,0.0055,0.0112,0.0055,0.1092,-0.0282,0.0168,0.0909,0.2727,0.6364,0.7215,0.2663,0.5287,-0.2474,1.4471
pg29229-1,0.0182,0.5764,0.0306,0.0456,0.024,0.0307,0.0337,0.0838,0.0343,0.0033,0.0064,0.0027,0.0027,0.13,0.153,0.0052,0.4,0.2,0.4,0.5182,0.2667,0.0525,-0.2491,2.1107
pg11750-1,0.0169,0.2832,0.0658,0.0652,0.0199,0.0262,0.0479,0.0742,0.0286,0.0006,0.0156,0.0085,0.0049,0.1468,0.1761,0.0135,0.08,0.24,0.68,0.7055,0.267,0.5015,-0.1955,-0.4748
pg11750-2,0.0172,0.4273,0.0525,0.0714,0.0276,0.0269,0.0456,0.0713,0.0319,0.0008,0.0141,0.0079,0.0051,0.1397,0.0559,0.0099,0.2083,0.125,0.6667,0.7156,0.267,0.5015,-0.1955,-0.4748
pg11750-3,0.0168,0.4349,0.024,0.0669,0.0207,0.0284,0.0457,0.0742,0.0323,0.0009,0.0124,0.0068,0.0041,0.14,0.1081,0.0104,0.2273,0.0455,0.7273,0.7048,0.267,0.5015,-0.1955,-0.4748
pg11750-4,0.0238,0.4232,0,0.0892,0.0186,0.0264,0.0375,0.0647,0.0431,0.0003,0.013,0.0048,0.0041,0.1203,-0.0701,0.0198,0.12,0.28,0.6,0.7791,0.267,0.5015,-0.1955,-0.4748
pg40353-1,0.019,0.3588,0.1454,0.0833,0.0226,0.0321,0.0174,0.0504,0.0438,0.0002,0.0054,0,0.0063,0.0734,-0.0425,0.0108,0.25,0.25,0.5,0.7465,0.2671,0.4098,-0.3037,0.7847
pg40353-2,0.0246,0.3068,0.1051,0.0922,0.0258,0.027,0.022,0.056,0.0439,0,0.0048,0,0.0067,0.0828,-0.0765,0.0178,0.2432,0.1351,0.6216,0.7433,0.2671,0.4098,-0.3037,0.7847
pg40353-3,0.0168,0.4941,0.0158,0.0793,0.0221,0.0298,0.0201,0.0482,0.0457,0,0.0056,0,0.0043,0.0739,-0.0339,0.0088,0.2895,0.1579,0.5526,0.721,0.2671,0.4098,-0.3037,0.7847
pg40353-4,0.0284,0.2695,0.1266,0.1049,0.0231,0.0256,0.0191,0.0458,0.052,0.0001,0.0032,0,0.0076,0.0682,-0.1653,0.0215,0.2895,0.2895,0.4211,0.7768,0.2671,0.4098,-0.3037,0.7847
pg40353-5,0.0268,0.2666,0.0469,0.0971,0.0222,0.0206,0.0214,0.054,0.0485,0.0001,0.0027,0,0.0057,0.0782,-0.1116,0.0178,0.4211,0.1579,0.4211,0.7692,0.2671,0.4098,-0.3037,0.7847
pg40353-6,0.0176,0.3636,0.0478,0.0797,0.0267,0.0282,0.0198,0.064,0.0419,0.0001,0.0034,0,0.0081,0.0873,-0.0296,0.01,0.2632,0.1579,0.5789,0.7336,0.2671,0.4098,-0.3037,0.7847
pg51251-1,0.0069,0.4511,0.1165,0.0526,0.0272,0.0272,0.0436,0.0817,0.0215,0.0006,0.0113,0,0.0039,0.1372,0.3225,0.0037,0.2,0.2667,0.5333,0.5592,0.2677,0.4908,-0.0929,-0.4271
pg51251-10,0.0129,0.2777,0.1279,0.0853,0.0249,0.0241,0.0382,0.0903,0.0256,0.001,0.0098,0,0.0053,0.1393,0.1656,0.0192,0.125,0.0625,0.8125,0.6365,0.2677,0.4908,-0.0929,-0.4271
pg51251-11,0.0077,0.3637,0.1333,0.0631,0.0202,0.0279,0.0417,0.0907,0.0222,0.0003,0.0087,0,0.0027,0.1414,0.3427,0.0072,0,0.2,0.8,0.5694,0.2677,0.4908,-0.0929,-0.4271
pg51251-12,0.0104,0.3543,0.1533,0.069,0.023,0.0245,0.0384,0.0848,0.0248,0.0002,0.0103,0,0.0049,0.1337,0.2155,0.013,0.2,0.0667,0.7333,0.6223,0.2677,0.4908,-0.0929,-0.4271
pg51251-13,0.0108,0.2578,0.2058,0.0699,0.0263,0.027,0.0394,0.0884,0.0237,0.0002,0.0087,0,0.0079,0.1367,0.144,0.0142,0.0667,0.3333,0.6,0.677,0.2677,0.4908,-0.0929,-0.4271
pg51251-14,0.0099,0.2104,0.1931,0.0715,0.0269,0.0238,0.0417,0.0931,0.0235,0.0004,0.0076,0,0.0045,0.1428,0.2699,0.0116,0.125,0.1875,0.6875,0.5884,0.2677,0.4908,-0.0929,-0.4271
pg51251-15,0.0092,0.2782,0.2266,0.0677,0.0254,0.0245,0.0417,0.0867,0.0226,0.0005,0.009,0,0.006,0.1379,0.2556,0.0082,0.2143,0.0714,0.7143,0.5877,0.2677,0.4908,-0.0929,-0.4271
pg51251-16,0.0093,0.3058,0.0644,0.0848,0.0192,0.0228,0.0391,0.089,0.0232,0.0001,0.011,0.0001,0.0041,0.1393,0.2613,0.0137,0.2143,0.2143,0.5714,0.6538,0.2677,0.4908,-0.0929,-0.4271
pg51251-17,0.0099,0.2832,0.1416,0.0684,0.0213,0.0245,0.0385,0.0898,0.0234,0.0001,0.0075,0,0.0053,0.1359,0.2445,0.013,0.0769,0.1538,0.7692,0.6212,0.2677,0.4908,-0.0929,-0.4271
