bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
pg8813-23,0.0059,0.1579,0.0046,0.0299,0.0138,0.0279,0.0455,0.0904,0.0342,0.0009,0.0085,0.0114,0.001,0.1567,0.0971,0.0065,0.1176,0.2941,0.5882,0.5435,0.0149,0.2826,0.5055,0.8614
pg8813-24,0.0079,0.1576,0.0237,0.0457,0.0133,0.0295,0.0556,0.0786,0.0321,0.001,0.0053,0.011,0.0011,0.1515,0.1296,0.0054,0,0.1875,0.8125,0.5474,0.0149,0.2826,0.5055,0.8614
pg8813-25,0.0072,0.323,0.0137,0.044,0.0142,0.028,0.0532,0.0898,0.0344,0.0023,0.0064,0.014,0.0013,0.1657,0.0952,0.0026,0.1875,0.125,0.6875,0.5682,0.0149,0.2826,0.5055,0.8614
pg8813-26,0.0066,0.1007,0.007,0.0304,0.0123,0.0238,0.0713,0.09,0.0232,0.0016,0.002,0.0182,0.0014,0.1831,0.316,0.0037,0.2667,0.2,0.5333,0.4198,0.0149,0.2826,0.5055,0.8614
pg8813-27,0.009,0.1962,0.0161,0.0384,0.014,0.0261,0.0576,0.0935,0.0293,0.0019,0.0043,0.0185,0.0019,0.1759,0.1727,0.0061,0.1333,0.4,0.4667,0.5219,0.0149,0.2826,0.5055,0.8614
pg8813-3,0.004,0.2343,0.0149,0.045,0.0156,0.0294,0.0463,0.0878,0.0387,0.0002,0.0047,0.009,0.0002,0.148,0.0373,0.001,0.1176,0.2353,0.6471,0.6246,0.0149,0.2826,0.5055,0.8614
pg8813-4,0.0044,0.2642,0.0284,0.0445,0.0153,0.0279,0.0421,0.0897,0.0375,0.0006,0.0059,0.0113,0.0001,0.1496,0.0544,0.0015,0.125,0.125,0.75,0.6245,0.0149,0.2826,0.5055,0.8614
pg8813-5,0.0061,0.0525,0,0.0358,0.0137,0.0268,0.0544,0.0989,0.0261,0.0005,0.004,0.0267,0.001,0.1845,0.2445,0.001,0.3333,0.1333,0.5333,0.5493,0.0149,0.2826,0.5055,0.8614
pg8813-6,0.0057,0.2304,0.0169,0.047,0.0181,0.0291,0.0495,0.0962,0.0334,0.0006,0.0031,0.0196,0.0013,0.169,0.0971,0.0003,0,0.4,0.6,0.6242,0.0149,0.2826,0.5055,0.8614
pg8813-7,0.0049,0.0775,0.09,0.0279,0.0121,0.0281,0.0495,0.1072,0.0294,0.0004,0.003,0.0291,0.0012,0.1892,0.1885,0.0012,0.2,0.3333,0.4667,0.5445,0.0149,0.2826,0.5055,0.8614
pg8813-8,0.0052,0.056,0.032,0.035,0.015,0.0275,0.0546,0.0965,0.0255,0.0005,0.0029,0.0214,0.001,0.1759,0.3127,0.0029,0.0667,0.2667,0.6667,0.5089,0.0149,0.2826,0.5055,0.8614
pg8813-9,0.0056,0.1257,0.0188,0.0366,0.0167,0.0269,0.0576,0.0984,0.0273,0.0015,0.0023,0.0187,0.0008,0.1785,0.2391,0.0021,0.2353,0.2353,0.5294,0.4975,0.0149,0.2826,0.5055,0.8614
pg12429-1,0.0062,0.4258,0.0026,0.051,0.0272,0.0376,0.0364,0.0674,0.0429,0.0007,0.0015,0.0013,0.0018,0.1073,-0.0074,0.0057,0.619,0.0952,0.2857,0.5785,0.018,0.0643,0.258,0.8483
pg12429-2,0.0033,0.5261,0.0089,0.0544,0.0241,0.0417,0.0381,0.0555,0.0356,0.0003,0.0025,0.0007,0.0003,0.0971,0.0079,0.0017,0.1111,0.1111,0.7778,0.5428,0.018,0.0643,0.258,0.8483
pg12429-3,0.0065,0.1558,0.0989,0.0324,0.0151,0.0372,0.036,0.0792,0.0277,0.0013,0.0058,0.0017,0.0021,0.124,0.0217,0.0058,0.1905,0.0952,0.7143,0.5296,0.018,0.0643,0.258,0.8483
pg12429-4,0.0024,0.1902,0.0168,0.042,0.0174,0.04,0.0379,0.0653,0.0335,0.0002,0.0053,0.0013,0.001,0.11,0.0101,0.002,0.25,0.2,0.55,0.5769,0.018,0.0643,0.258,0.8483
pg12429-5,0.0014,0.3304,0.0127,0.0551,0.0239,0.0366,0.0359,0.0501,0.0332,0.0005,0.0029,0,0.0012,0.0894,0.0088,0.0027,0.1429,0.3333,0.5238,0.5277,0.018,0.0643,0.258,0.8483
pg12429-6,0.003,0.4159,0.0039,0.0495,0.0272,0.0388,0.0339,0.0547,0.0356,0.0003,0.0034,0.0007,0.0008,0.093,0.0062,0.0035,0.1364,0.2727,0.5909,0.5374,0.018,0.0643,0.258,0.8483
pg12429-7,0.0027,0.3671,0.0723,0.0569,0.0289,0.0399,0.0375,0.0537,0.0345,0.0004,0.0021,0.0003,0.0014,0.094,0.0085,0.0041,0,0.2857,0.7143,0.5646,0.018,0.0643,0.258,0.8483
pg12429-8,0.0032,0.483,0.0071,0.057,0.0281,0.0401,0.0372,0.0595,0.0378,0.0003,0.0012,0.0006,0.0013,0.0988,0.0018,0.0031,0.1905,0.4286,0.381,0.5546,0.018,0.0643,0.258,0.8483
pg12429-9,0.0038,0.3398,0.0114,0.0505,0.0256,0.0377,0.0378,0.0863,0.0336,0.0003,0.0077,0.0007,0.0007,0.1328,0.0105,0.0032,0.1905,0.4286,0.381,0.5525,0.018,0.0643,0.258,0.8483
pg8220-1,0.0333,0.159,0.037,0.0682,0.0211,0.0302,0.0366,0.047,0.0381,0.0017,0.001,0.0009,0.0013,0.0872,0.0659,0.0048,0.1429,0.2381,0.619,0.6263,0.0184,0.5209,0.2099,-0.3444
pg8220-10,0.0131,0.2554,0.0751,0.0712,0.022,0.0332,0.0394,0.0497,0.0387,0.0013,0.0014,0.0006,0.0002,0.0924,0.0673,0.0029,0.3182,0.3636,0.3182,0.651,0.0184,0.5209,0.2099,-0.3444
pg8220-11,0.0125,0.3721,0.0461,0.0634,0.0191,0.0314,0.0376,0.0571,0.0373,0.0014,0.0009,0.0013,0.0005,0.0983,0.0746,0.0046,0.05,0.2,0.75,0.6562,0.0184,0.5209,0.2099,-0.3444
pg8220-12,0.0131,0.2754,0.0079,0.07,0.0186,0.0341,0.0426,0.049,0.0393,0.0011,0.0009,0.0011,0.0007,0.0947,0.0427,0.0022,0.0952,0.1429,0.7619,0.6623,0.0184,0.5209,0.2099,-0.3444
pg8220-13,0.0151,0.3178,0.0072,0.0787,0.0179,0.0284,0.0466,0.0504,0.039,0.0016,0.0017,0.0011,0.0014,0.1014,0.0441,0.0053,0.3182,0.1364,0.5455,0.6896,0.0184,0.5209,0.2099,-0.3444
pg8220-14,0.0127,0.3037,0.0269,0.0672,0.0184,0.0298,0.0419,0.055,0.0356,0.0007,0.0014,0.001,0.0006,0.1,0.1087,0.0041,0.2381,0.0952,0.6667,0.6406,0.0184,0.5209,0.2099,-0.3444
pg8220-15,0.0167,0.1287,0.0192,0.07,0.0186,0.029,0.0416,0.0586,0.0394,0.0015,0.0013,0.0015,0.0012,0.1045,0.0325,0.0045,0.1429,0.0476,0.8095,0.6664,0.0184,0.5209,0.2099,-0.3444
pg8220-16,0.0114,0.3056,0.0532,0.0573,0.016,0.0308,0.0388,0.0589,0.0355,0.0012,0.0007,0.001,0.0003,0.1006,0.1187,0.0018,0,0.0526,0.9474,0.6072,0.0184,0.5209,0.2099,-0.3444
pg8220-17,0.0127,0.2724,0.092,0.0652,0.0207,0.0302,0.0441,0.0533,0.0416,0.0014,0.0009,0.0009,0.0004,0.1006,0.0202,0.0034,0.0952,0.1905,0.7143,0.6739,0.0184,0.5209,0.2099,-0.3444
pg8220-18,0.012,0.193,0.0594,0.0786,0.0185,0.0312,0.0406,0.0612,0.0374,0.0018,0.0008,0.0007,0.001,0.105,0.0609,0.0035,0.2273,0.0909,0.6818,0.6572,0.0184,0.5209,0.2099,-0.3444
pg8220-2,0.0142,0.2627,0.0115,0.0681,0.0187,0.0301,0.0397,0.0571,0.0362,0.0019,0.0013,0.0003,0.0004,0.1003,0.0865,0.0026,0.0476,0.1905,0.7619,0.6345,0.0184,0.5209,0.2099,-0.3444
pg8220-3,0.0151,0.1086,0.1125,0.0793,0.0229,0.0312,0.0394,0.0506,0.0407,0.0013,0.0013,0.0008,0.0004,0.0934,0.0312,0.003,0.2,0.1,0.7,0.6961,0.0184,0.5209,0.2099,-0.3444
pg8220-4,0.0123,0.2052,0.0062,0.077,0.02,0.0285,0.0412,0.0516,0.0406,0.001,0.0011,0.0007,0.0005,0.0956,0.0402,0.0028,0.0476,0.0952,0.8571,0.6587,0.0184,0.5209,0.2099,-0.3444
pg8220-5,0.0132,0.2075,0.0307,0.0658,0.019,0.0273,0.0403,0.0548,0.0376,0.0016,0.001,0.0007,0.0006,0.0984,0.0746,0.0016,0.1053,0.0526,0.8421,0.6332,0.0184,0.5209,0.2099,-0.3444
pg8220-6,0.0142,0.2883,0.0584,0.0682,0.0192,0.0293,0.0406,0.0523,0.0382,0.001,0.0012,0.0026,0.0004,0.0977,0.0561,0.0038,0.0909,0.2273,0.6818,0.645,0.0184,0.5209,0.2099,-0.3444
pg8220-7,0.013,0.2187,0.0172,0.0634,0.018,0.0272,0.0407,0.0536,0.0425,0.002,0.0014,0.0006,0.0005,0.0983,0.0143,0.0021,0.1364,0.2273,0.6364,0.6507,0.0184,0.5209,0.2099,-0.3444
pg8220-8,0.0144,0.2332,0.0025,0.0622,0.018,0.0297,0.0408,0.056,0.0359,0.0017,0.0013,0.0001,0.0013,0.0999,0.0911,0.0045,0.0952,0.1905,0.7143,0.6379,0.0184,0.5209,0.2099,-0.3444
pg8220-9,0.0132,0.2484,0.0642,0.0757,0.0177,0.0293,0.0454,0.0588,0.0372,0.0018,0.001,0.0009,0.0012,0.1079,0.0702,0.0077,0.1667,0.1111,0.7222,0.6516,0.0184,0.5209,0.2099,-0.3444
pg10649-1,0.0057,0.6486,0.0035,0.0335,0.0237,0.0325,0.0388,0.0671,0.0443,0.0021,0.0086,0,0.0007,0.1166,-0.0072,0.02,0.25,0.3125,0.4375,0.4489,0.02,0.5455,0.3228,-0.1633
pg10649-10,0.0052,0.3797,0.0024,0.0284,0.014,0.0342,0.0426,0.0649,0.0284,0.0018,0.0061,0,0.0004,0.1154,0.0244,0.0046,0.1333,0.4667,0.4,0.3656,0.02,0.5455,0.3228,-0.1633
pg10649-11,0.0075,0.1994,0,0.0216,0.0095,0.0308,0.0344,0.0609,0.0289,0.0004,0.0044,0,0.0003,0.1001,0.0273,0.0027,0.125,0.25,0.625,0.2975,0.02,0.5455,0.3228,-0.1633
pg10649-12,0.0046,0.2095,0,0.0338,0.0145,0.0311,0.0323,0.0548,0.025,0.0004,0.0052,0,0.0004,0.0927,0.0413,0.0046,0.1333,0.1333,0.7333,0.2783,0.02,0.5455,0.3228,-0.1633
pg10649-2,0.0044,0.6435,0.0136,0.0317,0.0272,0.0325,0.0462,0.0867,0.0261,0.0004,0.0046,0,0.0001,0.1379,0.0356,0.009,0.0588,0.0588,0.8824,0.401,0.02,0.5455,0.3228,-0.1633
pg10649-3,0.0035,0.5053,0,0.0266,0.0207,0.0296,0.0463,0.0747,0.0246,0.0012,0.0057,0,0.0003,0.1279,0.0426,0.0099,0,0.5714,0.4286,0.3004,0.02,0.5455,0.3228,-0.1633
pg10649-4,0.0035,0.4861,0.0139,0.0314,0.0118,0.0349,0.029,0.0686,0.0289,0.0016,0.0037,0,0.0001,0.1029,0.0273,0.009,0.1176,0.1765,0.7059,0.3684,0.02,0.5455,0.3228,-0.1633
pg10649-5,0.0064,0.553,0.0184,0.0236,0.0198,0.0351,0.0375,0.0643,0.0261,0.0005,0.002,0,0,0.1043,0.0363,0.0058,0,0.3125,0.6875,0.3592,0.02,0.5455,0.3228,-0.1633
pg10649-6,0.007,0.5615,0.0451,0.0271,0.0217,0.0376,0.0436,0.0515,0.0274,0.0009,0.0025,0,0.0003,0.0985,0.0311,0.0076,0.25,0.125,0.625,0.3999,0.02,0.5455,0.3228,-0.1633
pg10649-7,0.0071,0.3187,0.0634,0.0349,0.0219,0.0358,0.029,0.0537,0.0347,0.0002,0.0052,0,0.0003,0.0881,0.0092,0.0042,0.0588,0.3529,0.5882,0.5179,0.02,0.5455,0.3228,-0.1633
pg10649-8,0.0055,0.5277,0.0043,0.0274,0.0196,0.0302,0.0346,0.0572,0.0304,0.0004,0.0048,0,0,0.097,0.0225,0.0026,0.1176,0.1765,0.7059,0.4497,0.02,0.5455,0.3228,-0.1633
pg10649-9,0.0051,0.416,0.0117,0.0332,0.018,0.0258,0.054,0.0658,0.0291,0.0008,0.0059,0,0.0012,0.1265,0.0177,0.0036,0.0588,0.1176,0.8235,0.5178,0.02,0.5455,0.3228,-0.1633
pg30480-1,0.0152,0.4254,0.0015,0.0479,0.0205,0.0254,0.0395,0.0893,0.0271,0.0006,0.0096,0.0153,0.0081,0.1543,0.1274,0.0209,0.1429,0.381,0.4762,0.5825,0.0202,0.5374,0.2882,-0.185
pg30480-10,0.0168,0.3417,0.0543,0.0554,0.0201,0.0225,0.0392,0.0898,0.0216,0.0004,0.0094,0.017,0.0118,0.1558,0.1087,0.017,0.1905,0.0952,0.7143,0.6533,0.0202,0.5374,0.2882,-0.185
pg30480-11,0.0151,0.3054,0.1286,0.0361,0.0199,0.0253,0.0471,0.0844,0.0208,0.0002,0.0084,0.0157,0.0107,0.1558,0.1683,0.0167,0.0952,0.1905,0.7143,0.5836,0.0202,0.5374,0.2882,-0.185
pg30480-12,0.0161,0.3256,0.0574,0.0434,0.0211,0.0247,0.0451,0.0894,0.0237,0.0009,0.0093,0.0111,0.0087,0.1558,0.1644,0.0166,0.2353,0.1176,0.6471,0.579,0.0202,0.5374,0.2882,-0.185
pg30480-13,0.0193,0.3371,0.06,0.0499,0.0201,0.0234,0.0387,0.0806,0.0223,0.0007,0.0104,0.0261,0.0179,0.1565,0.0074,0.0229,0.1579,0.1053,0.7368,0.6999,0.0202,0.5374,0.2882,-0.185
pg30480-14,0.0216,0.2877,0.0796,0.0503,0.0213,0.0238,0.0366,0.0995,0.0251,0.0007,0.0122,0.0152,0.0135,0.1642,0.0441,0.026,0.6,0.2,0.2,0.6922,0.0202,0.5374,0.2882,-0.185
pg30480-15,0.012,0.3288,0.0652,0.0468,0.0192,0.0257,0.0397,0.0985,0.0197,0.0003,0.0118,0.0153,0.01,0.1656,0.2313,0.0133,0.4211,0.2105,0.3684,0.5282,0.0202,0.5374,0.2882,-0.185
pg30480-16,0.0211,0.2609,0.0836,0.037,0.017,0.0208,0.0433,0.0908,0.0249,0.0004,0.0087,0.0074,0.0181,0.1505,0.0155,0.026,0.1579,0.1053,0.7368,0.6578,0.0202,0.5374,0.2882,-0.185
pg30480-2,0.014,0.2137,0.0323,0.0575,0.0169,0.0206,0.0433,0.0868,0.025,0.0003,0.0091,0.0077,0.0109,0.1472,0.0865,0.0152,0.05,0.15,0.8,0.7086,0.0202,0.5374,0.2882,-0.185
pg30480-3,0.0221,0.2996,0.0029,0.0518,0.0183,0.0255,0.0376,0.0913,0.0256,0.0007,0.0103,0.0126,0.0163,0.1525,0.0017,0.0262,0.2857,0.1429,0.5714,0.6974,0.0202,0.5374,0.2882,-0.185
pg30480-4,0.0133,0.2329,0.0276,0.054,0.022,0.0251,0.0462,0.0922,0.0242,0.0006,0.0077,0.0078,0.0109,0.1545,0.1309,0.0155,0.3,0.2,0.5,0.6796,0.0202,0.5374,0.2882,-0.185
pg30480-5,0.0181,0.2932,0.0443,0.0535,0.0188,0.0254,0.0404,0.0879,0.0232,0.0005,0.0071,0.0122,0.0123,0.1481,0.0617,0.0173,0.2632,0.0526,0.6842,0.6848,0.0202,0.5374,0.2882,-0.185
pg30480-6,0.0183,0.3265,0.1088,0.0452,0.0182,0.0236,0.046,0.0905,0.0218,0.0005,0.0083,0.0181,0.0166,0.1634,0.0454,0.0212,0.15,0.3,0.55,0.6682,0.0202,0.5374,0.2882,-0.185
pg30480-7,0.0154,0.2047,0.1528,0.0484,0.019,0.024,0.041,0.0949,0.0242,0.0004,0.0091,0.0138,0.0151,0.1592,0.079,0.0185,0.15,0.25,0.6,0.6635,0.0202,0.5374,0.2882,-0.185
pg30480-8,0.0248,0.2805,0.0301,0.0565,0.0198,0.0219,0.0346,0.0889,0.0236,0.0006,0.0088,0.0191,0.0187,0.152,-0.0016,0.0271,0.0952,0.3333,0.5714,0.6998,0.0202,0.5374,0.2882,-0.185
pg30480-9,0.0238,0.2041,0.0429,0.0496,0.018,0.0209,0.0372,0.0928,0.0213,0.0002,0.0116,0.0144,0.0218,0.1562,-0.0113,0.0278,0.2,0.3,0.5,0.6768,0.0202,0.5374,0.2882,-0.185
pg10533-1,0.0054,0.393,0.3003,0.0388,0.0378,0.0228,0.0438,0.0635,0.0322,0.0013,0.0092,0,0.0017,0.1178,0.0124,0.0046,0.0476,0.1905,0.7619,0.439,0.0212,0.2287,0.3228,0.1504
pg10533-2,0.0045,0.2597,0.4542,0.0457,0.0263,0.0245,0.0479,0.0684,0.0349,0.0008,0.009,0,0.0008,0.1261,0.0045,0.0015,0.0526,0.1579,0.7895,0.5393,0.0212,0.2287,0.3228,0.1504
pg10533-3,0.0046,0.0695,0.599,0.0493,0.027,0.0262,0.0499,0.0691,0.0365,0.0004,0.0096,0,0.0015,0.129,0.0039,0.0013,0.1905,0.1905,0.619,0.5442,0.0212,0.2287,0.3228,0.1504
pg10533-4,0.0044,0.3599,0.3572,0.0408,0.0331,0.0245,0.0456,0.0626,0.0357,0.0003,0.011,0,0.0007,0.1195,0.0077,0.0026,0.1,0.3,0.6,0.4759,0.0212,0.2287,0.3228,0.1504
pg10533-5,0.0047,0.4123,0.4234,0.0416,0.0302,0.029,0.0491,0.0643,0.0425,0.0002,0.0085,0.0002,0.0001,0.1223,-0.0034,0.0014,0.1,0.55,0.35,0.5116,0.0212,0.2287,0.3228,0.1504
pg10533-6,0.0041,0.2606,0.5546,0.0387,0.03,0.0312,0.0467,0.0716,0.034,0.0001,0.0081,0,0,0.1265,0.0117,0.0018,0.0526,0.3158,0.6316,0.4822,0.0212,0.2287,0.3228,0.1504
pg10533-7,0.0042,0.1209,0.5383,0.0413,0.0265,0.0264,0.0502,0.0862,0.0278,0.0006,0.0134,0,0.0007,0.1504,0.0279,0.0036,0.0556,0.4444,0.5,0.4252,0.0212,0.2287,0.3228,0.1504
pg10533-8,0.0033,0.0557,0.5263,0.0403,0.0243,0.0303,0.049,0.0709,0.0288,0.0007,0.0113,0,0.0005,0.1319,0.0202,0.004,0.1905,0.2381,0.5714,0.4493,0.0212,0.2287,0.3228,0.1504
pg10533-9,0.0049,0.1681,0.4143,0.0396,0.0231,0.0284,0.0493,0.0794,0.0286,0.0005,0.0106,0,0.0005,0.1398,0.0227,0.006,0.1429,0.2381,0.619,0.444,0.0212,0.2287,0.3228,0.1504
pg27114-1,0.0108,0.4603,0.0638,0.0331,0.0186,0.0211,0.0496,0.0871,0.0381,0.0005,0.0037,0.0068,0.0003,0.1477,0.0041,0.0022,0.1818,0.3182,0.5,0.5315,0.0216,0.0167,0.429,-0.0215
pg27114-10,0.0072,0.677,0.0667,0.0251,0.0207,0.0222,0.0506,0.094,0.0354,0.0002,0.0036,0.0031,0.0001,0.1515,0.0102,0.0005,0,0.2381,0.7619,0.4139,0.0216,0.0167,0.429,-0.0215
pg27114-2,0.0079,0.6777,0.0221,0.0262,0.0281,0.0223,0.0479,0.0897,0.0344,0,0.0037,0.0033,0.0003,0.1446,0.0117,0.001,0.1364,0.0909,0.7727,0.4747,0.0216,0.0167,0.429,-0.0215
pg27114-3,0.0093,0.3935,0.0201,0.021,0.0189,0.0253,0.0486,0.0894,0.0368,0.0001,0.004,0.0038,0,0.1459,0.0071,0.0007,0.0455,0.3182,0.6364,0.4438,0.0216,0.0167,0.429,-0.0215
pg27114-4,0.0084,0.4063,0.029,0.0223,0.0156,0.0269,0.0455,0.087,0.0391,0.0001,0.0024,0.004,0.0001,0.139,0.0026,0.0004,0.05,0.35,0.6,0.4697,0.0216,0.0167,0.429,-0.0215
pg27114-5,0.0082,0.4937,0.0532,0.0235,0.016,0.0239,0.0495,0.0799,0.0366,0.0001,0.0026,0.0038,0.0001,0.1359,0.0075,0.0001,0.0455,0.0455,0.9091,0.3988,0.0216,0.0167,0.429,-0.0215
pg27114-6,0.0077,0.5183,0.1142,0.0234,0.0204,0.0249,0.0472,0.0856,0.0368,0,0.0009,0.0032,0,0.1369,0.0073,0.0005,0.0476,0.0952,0.8571,0.3963,0.0216,0.0167,0.429,-0.0215
pg27114-7,0.0078,0.5275,0.033,0.0271,0.0184,0.0241,0.0478,0.0888,0.0369,0.0002,0.0011,0.0037,0,0.1416,0.0071,0.0007,0.0952,0.0476,0.8571,0.4504,0.0216,0.0167,0.429,-0.0215
pg27114-8,0.0082,0.4633,0.065,0.0209,0.0145,0.0263,0.0447,0.0789,0.0408,0.0001,0.0026,0.0022,0,0.1285,-0.0003,0.0004,0.1,0.3,0.6,0.4637,0.0216,0.0167,0.429,-0.0215
pg27114-9,0.0069,0.7967,0.0081,0.0266,0.0226,0.0295,0.0427,0.0852,0.0403,0.0002,0.0045,0.002,0,0.1346,0.0004,0.0002,0.1,0.1,0.8,0.4464,0.0216,0.0167,0.429,-0.0215
pg9191-1,0.0147,0.3671,0.2676,0.0773,0.0333,0.0245,0.032,0.066,0.0391,0.0021,0.0046,0.0043,0.004,0.109,0.0014,0.0106,0.1667,0.3095,0.5238,0.6775,0.022,0.4894,0.2477,-2.3292
pg9191-10,0.0386,0.159,0.0692,0.1049,0.0185,0.0125,0.0174,0.0402,0.0927,0.0013,0.0018,0.0258,0.046,0.0866,-0.256,0.0004,0.5814,0.2326,0.186,0.9927,0.022,0.4894,0.2477,-2.3292
pg9191-2,0.0145,0.1829,0.4214,0.0802,0.033,0.0268,0.0342,0.0669,0.0331,0.0032,0.0025,0.0091,0.0066,0.1159,0.0006,0.0107,0.2558,0.2558,0.4884,0.7111,0.022,0.4894,0.2477,-2.3292
pg9191-3,0.0089,0.2146,0.4483,0.0742,0.0302,0.0227,0.0463,0.0727,0.0347,0.0012,0.0053,0.0069,0.0073,0.1324,-0.0044,0.0054,0.3256,0.2558,0.4186,0.7579,0.022,0.4894,0.2477,-2.3292
pg9191-4,0.0112,0.2319,0.2852,0.0931,0.0268,0.0252,0.04,0.0721,0.0342,0.0019,0.0058,0.0085,0.0173,0.1283,-0.0635,0.0108,0.175,0.325,0.5,0.8172,0.022,0.4894,0.2477,-2.3292
pg9191-5,0.0078,0.3548,0.2796,0.0735,0.0288,0.0282,0.0391,0.0641,0.0293,0.0014,0.0042,0.0073,0.004,0.1161,0.0784,0.0057,0.1905,0.1429,0.6667,0.6459,0.022,0.4894,0.2477,-2.3292
pg9191-6,0.0108,0.3255,0.2143,0.0863,0.0369,0.025,0.0321,0.0641,0.0345,0.0009,0.0073,0.0077,0.0063,0.1121,0.019,0.008,0.1026,0.1026,0.7949,0.7065,0.022,0.4894,0.2477,-2.3292
pg9191-7,0.0323,0.1549,0.0835,0.0989,0.0244,0.0201,0.0235,0.0463,0.0768,0.0013,0.0036,0.0165,0.0237,0.0912,-0.2156,0.003,0.3571,0.1905,0.4524,0.9281,0.022,0.4894,0.2477,-2.3292
pg9191-8,0.0402,0.0925,0.0955,0.1143,0.0187,0.0157,0.0194,0.0496,0.0971,0.0013,0.003,0.0162,0.0356,0.0895,-0.2533,0.0005,0.4884,0.2791,0.2326,1.0132,0.022,0.4894,0.2477,-2.3292
pg9191-9,0.0355,0.1064,0.0845,0.1149,0.0176,0.0157,0.0215,0.0455,0.0871,0.001,0.0021,0.0192,0.0327,0.0893,-0.2404,0,0.5116,0.1163,0.3721,0.9879,0.022,0.4894,0.2477,-2.3292
pg2073-1,0.0079,0.5531,0.0032,0.0475,0.0147,0.0305,0.0299,0.0706,0.0368,0.0014,0.0033,0.0019,0.0008,0.1071,0.1185,0,0.1905,0.1905,0.619,0.5656,0.0225,0.0118,0.7913,0.441
pg2073-2,0.0095,0.5649,0.0725,0.0414,0.0179,0.0365,0.027,0.0838,0.0356,0.0023,0.0052,0.0017,0.0016,0.12,0.1142,0.0008,0.1739,0.1739,0.6522,0.5933,0.0225,0.0118,0.7913,0.441
pg2073-3,0.0094,0.2508,0.3468,0.0396,0.0198,0.033,0.0315,0.0771,0.0372,0.0022,0.0013,0.0017,0.0005,0.1138,0.1242,0,0.3043,0.087,0.6087,0.5368,0.0225,0.0118,0.7913,0.441
pg2073-4,0.0094,0.5557,0.0326,0.0396,0.0187,0.0316,0.0312,0.0762,0.0382,0.0029,0.0021,0.0026,0.0006,0.115,0.0928,0.0011,0.2174,0.087,0.6957,0.584,0.0225,0.0118,0.7913,0.441
pg2073-5,0.0085,0.2962,0.1772,0.0264,0.0131,0.0291,0.0329,0.0876,0.034,0.0038,0.0041,0.0035,0.0014,0.1319,0.1421,0.0007,0.2174,0.2609,0.5217,0.5276,0.0225,0.0118,0.7913,0.441
pg2073-6,0.0088,0.4899,0.0537,0.0309,0.0149,0.0292,0.0322,0.0714,0.0387,0.0041,0.002,0.0026,0.0009,0.1124,0.0794,0.0012,0.3043,0.1739,0.5217,0.5596,0.0225,0.0118,0.7913,0.441
pg24434-1,0.0115,0.2972,0.0592,0.0768,0.0228,0.0284,0.0418,0.0658,0.033,0.0017,0.008,0.008,0.0028,0.1253,0.099,0.0061,0.1538,0.3462,0.5,0.6472,0.0228,0.5544,0.4113,-0.5158
pg24434-2,0.0277,0.1731,0.141,0.1,0.0184,0.0187,0.0262,0.0651,0.0566,0.0004,0.0033,0.0046,0.0095,0.0996,-0.2103,0.034,0.2308,0.2308,0.5385,0.733,0.0228,0.5544,0.4113,-0.5158
pg24434-3,0.0068,0.317,0.0734,0.0779,0.0202,0.0263,0.0393,0.0606,0.0288,0.0015,0.0053,0.0072,0.0127,0.1139,0.0263,0.0098,0.32,0.24,0.44,0.7541,0.0228,0.5544,0.4113,-0.5158
pg24434-4,0.0171,0.3022,0.0311,0.065,0.0217,0.0285,0.0391,0.0616,0.0418,0.0011,0.0031,0.0143,0.0053,0.1192,-0.052,0.0151,0.1667,0.125,0.7083,0.7278,0.0228,0.5544,0.4113,-0.5158
pg24434-5,0.0095,0.173,0.1295,0.0878,0.0203,0.0236,0.0328,0.0619,0.0307,0.0021,0.0113,0.0087,0.0132,0.1168,0.0051,0.015,0.3704,0.1111,0.5185,0.8121,0.0228,0.5544,0.4113,-0.5158
pg24434-6,0.0144,0.1081,0.1397,0.0833,0.0212,0.0269,0.0365,0.0661,0.04,0.0013,0.0114,0.0099,0.0123,0.1252,-0.0624,0.0179,0.1481,0.3333,0.5185,0.7683,0.0228,0.5544,0.4113,-0.5158
pg24434-7,0.0085,0.2054,0.0919,0.0209,0.0082,0.0165,0.0221,0.166,0.0213,0.0013,0.002,0.0086,0.0016,0.2001,0.4498,0.0144,0.2,0.2,0.6,0.2728,0.0228,0.5544,0.4113,-0.5158
pg31138-1,0.0214,0.2124,0.0966,0.0547,0.0178,0.0237,0.0328,0.0574,0.0431,0.0062,0.004,0.003,0.0034,0.1034,-0.0475,0.0184,0.2857,0.1714,0.5429,0.6474,0.023,0.5422,0.3798,-0.7556
pg31138-2,0.0243,0.1617,0.1073,0.0538,0.0161,0.0253,0.0288,0.051,0.0488,0.0046,0.0044,0.0045,0.0049,0.0933,-0.1009,0.0205,0.1622,0.1081,0.7297,0.6721,0.023,0.5422,0.3798,-0.7556
pg31138-3,0.0215,0.2571,0.0868,0.0439,0.016,0.0262,0.0289,0.0597,0.0414,0.0054,0.0037,0.0043,0.004,0.102,-0.0276,0.0186,0.1667,0.1944,0.6389,0.608,0.023,0.5422,0.3798,-0.7556
